name,location,country,status,designer,construction,restraint,opening_year,launch,type,height,inversions,speed,length,score
Winja's Force,Phantasialand,Germany,Operating,Maurer,Steel,Lap bar,2002,Vertical lift,NA,55.7736,0,37.28226,1345.128,74.1
Revenge of the Mummy the Ride,Universal Studios Hollywood,United States,Operating,Premier Rides,NA,Lap bar,2004,Magnetic Launch (LIM/LSM),NA,45.9312,0,39.767744,1906.1448,74.1
Superman Ultimate Fight,Six Flags Discovery Kingdom,United States,Operating,Premier Rides,Steel,Lap bar,2012,Magnetic Launch (LIM/LSM),NA,147.636,1,59.651616,NA,73.7
GhostRider,Knott's Berry Farm,United States,Operating,GCI,Wooden,Lap bar,1998,Chain lift hill,Twister,118.1088,0,55.92339,4534.0656,73.4
Colorado Adventure,Phantasialand,Germany,Operating,Vekoma,Steel,Lap bar,1996,Booster wheel lift hill,Mine Train,85.3008,0,31.06855,4199.424,73.3
Abismo,Parque de Atracciones de Madrid,Spain,Operating,Maurer,Steel,Lap bar,2006,Chain lift hill,X Car,150.9168,2,65.243955,1476.36,73.3
Nemesis Inferno,Thorpe Park,United Kingdom,Operating,B&M,Steel,Shoulder harness,2003,Chain lift hill,NA,95.1432,4,47.845567,2460.6,73.2
Big Thunder Mountain,Disneyland Park,France,Operating,Vekoma,Steel,Lap bar,1992,Chain lift hill,"Mine Train, Family",72.1776,0,37.28226,4921.2,73.2
Hydra the Revenge,Dorney Park,United States,Operating,B&M,Steel,Shoulder harness,NA,Chain lift hill,Looper,95.1432,7,52.816535,3198.78,73
Fujiyama,Fuji-Q Highland,Japan,Operating,Togo,Steel,Lap bar,1996,Chain lift hill,Hypercoaster,259.1832,0,80.77823,6709.236,72.9
Big Thunder Mountain,Tokyo Disneyland,Japan,Operating,Vekoma,Steel,Lap bar,1987,Chain lift hill,Mine Train,NA,0,37.28226,NA,72.4
Steel Force,Dorney Park,United States,Operating,Morgan,Steel,Lap bar,1997,Chain lift hill,Hyper,200.1288,0,74.56452,5597.0448,72.3
Rita,Alton Towers,United Kingdom,Operating,Intamin,Steel,Shoulder harness,2005,Hydraulic cable launch,Rocket,68.8968,0,60.894358,2122.6776,71.9
The Wicker Man,Alton Towers,United Kingdom,Operating,GCI,Wooden,Lap bar,2018,Chain lift hill,Twister,72.1776,0,44.117341,2027.5344,71.8
Muntanya Russa,Tibidabo,Spain,Operating,Vekoma,Steel,Lap bar,2008,Chain lift hill,NA,82.02,0,49.70968,2427.792,71.8
Raging Bull,Six Flags Great America,United States,Operating,B&M,Steel,Lap bar,1999,Chain lift hill,Hyper,203.4096,0,73.321778,5058.9936,71.7
Wicked Twister,Cedar Point,United States,Operating,Intamin,Steel,Shoulder harness,2002,Magnetic Launch (LIM/LSM),Shuttle,206.6904,0,72.079036,NA,71.5
Valravn,Cedar Point,United States,Operating,B&M,Steel,Vest restraint,NA,Chain lift hill,Dive,223.0944,3,74.56452,3444.84,71.5
Dwervelwind,Toverland,Netherlands,Operating,Mack,Steel,Lap bar,2012,Chain lift hill,NA,65.616,0,43.49597,1515.7296,71.3
Desert Race,Heide Park,Germany,Operating,Intamin,Steel,Lap bar,2007,Hydraulic cable launch,Rocket,62.3352,0,62.1371,2132.52,71.3
Winja's Fear,Phantasialand,Germany,Operating,Maurer,Steel,Lap bar,2002,Vertical lift,NA,55.7736,0,41.010486,1525.572,71.3
American Thunder,Six Flags St Louis,United States,Operating,GCI,Wooden,Lap bar,2008,Chain lift hill,NA,82.02,0,47.845567,2713.2216,71.2
Ukko,Linnanmäki,Finland,Operating,Maurer,Steel,Shoulder harness,2011,Chain lift hill,X Car,150.9168,2,65.243955,492.12,70.9
Juvelen,Djurs Sommerland,Denmark,Operating,Intamin,Steel,Shoulder harness,2013,Tire propelled launch,Family Launch Coaster,39.3696,0,52.816535,3280.8,70.8
Thunderhead,Dollywood,United States,Operating,GCI,Wooden,Lap bar,2004,Chain lift hill,Twister,101.7048,0,55.302019,3231.588,70.7
Gold Striker,California's Great America,United States,Operating,GCI,Wooden,Lap bar,2013,Chain lift hill,Twister,108.2664,0,54.059277,3198.78,70.6
Giant Dipper,Santa Cruz Beach Boardwalk,United States,Operating,Unknown,Steel,Lap bar,1924,Chain lift hill,NA,68.8968,0,55.302019,2641.044,70.3
Batman The Ride,Six Flags Great Adventure,United States,Operating,B&M,Steel,Shoulder harness,1993,Chain lift hill,NA,104.9856,5,50.331051,2693.5368,70.1
Space Fantasy the Ride,Universal Studios Japan,Japan,Operating,Mack,Steel,Lap bar,2010,NA,NA,62.3352,0,NA,1919.268,69.7
Mind Bender,Six Flags Over Georgia,United States,Operating,Schwarzkopf,Steel,Shoulder harness,1978,Chain lift hill,Looper,82.02,2,50.331051,3254.5536,69.6
Boardwalk Bullet,Kemah Boardwalk,United States,Operating,Gravity Group,Wooden,Lap bar,2007,Chain lift hill,Twister,95.1432,0,50.952422,3234.8688,69.4
Mine Train Ulven,Bakken,Denmark,Operating,Intamin,Steel,Lap bar,1997,Booster wheel lift hill,Mine Train,62.3352,0,40.389115,NA,69.1
Batman: The Ride,Six Flags Fiesta Texas,United States,Operating,S&S,Steel,Shoulder harness,2015,Chain lift hill,Free Spin,118.1088,0,37.903631,1017.048,69.1
Batman The Ride,Six Flags Over Georgia,United States,Operating,B&M,Steel,Shoulder harness,1997,Chain lift hill,NA,104.9856,5,50.331051,2700.0984,69
Vertical Velocity,Six Flags Discovery Kingdom,United States,Operating,Intamin,Steel,Shoulder harness,2001,Magnetic Launch (LIM/LSM),Shuttle,150.9168,1,65.243955,629.9136,68.8
Dragon's Fury,Chessington World of Adventures,United Kingdom,Operating,Maurer,Steel,Lap bar,2004,Chain lift hill,NA,59.0544,0,NA,1771.632,68.7
Space Mountain,Disneyland,United States,Operating,Dynamic Attractions,Steel,Lap bar,2005,Chain lift hill,Indoor,75.4584,0,32.311292,3451.4016,68.6
Speed Monster,TusenFryd,Norway,Operating,Intamin,Steel,Shoulder harness,2006,Hydraulic cable launch,Rocket,131.232,3,55.92339,2263.752,68.4
Tempesto,Busch Gardens Williamsburg,United States,Operating,Premier Rides,Steel,Lap bar,2015,Magnetic Launch (LIM/LSM),Launched Looping,150.9168,1,62.1371,862.8504,68.3
Riddler's Revenge,Six Flags Magic Mountain,United States,Operating,B&M,Steel,Shoulder harness,1998,Chain lift hill,NA,154.1976,6,65.243955,4370.0256,68.2
Tarantula,Parque de Atracciones de Madrid,Spain,Operating,Maurer,Steel,Lap bar,2005,Chain lift hill,NA,72.1776,0,42.253228,2066.904,68.2
Thirteen,Alton Towers,United Kingdom,Operating,Intamin,Steel,Lap bar,NA,"Booster wheel lift hill, Vertical lift",Free Fall,65.616,0,40.389115,2480.2848,68
Batwing,Six Flags America,United States,Operating,Vekoma,Steel,Flying restraint,2001,Chain lift hill,NA,114.828,5,50.331051,3339.8544,68
Vertical Velocity,Six Flags Great America,United States,Operating,Intamin,Steel,Shoulder harness,2001,Magnetic Launch (LIM/LSM),Shuttle,183.7248,0,70.214923,629.9136,67.9
Joker,Six Flags Great America,United States,Operating,S&S,Steel,Shoulder harness,2017,Chain lift hill,Free Spin,121.3896,0,37.903631,1017.048,67.7
Firehawk,Kings Island,United States,Definitely closed,Vekoma,Steel,Flying restraint,2007,Chain lift hill,Flying Dutchman,114.828,0,50.331051,3339.8544,67.6
Seven Dwarfs Mine Train,Shanghaï Disneyland,China,Operating,Vekoma,Steel,Lap bar,NA,Chain lift hill,Family,45.9312,0,31.06855,1909.4256,67.5
Steel Dragon 2000,Nagashima Spa Land,Japan,Operating,Morgan,Steel,Lap bar,2e3,Chain lift hill,Giga,318.2376,0,95.069763,8133.1032,67.5
Steel Eel,SeaWorld San Antonio,United States,Operating,Morgan,Steel,Lap bar,1999,Chain lift hill,Megacoaster,150.9168,0,65.243955,3700.7424,67.4
Orkanen,Farup Sommerland,Denmark,Operating,Vekoma,NA,Shoulder harness,2013,Booster wheel lift hill,NA,62.3352,0,46.602825,1486.2024,67.4
Batman The Ride,Six Flags Great America,United States,Operating,B&M,Steel,Shoulder harness,1992,Chain lift hill,NA,101.7048,5,50.331051,2700.0984,67
"Hollywood Rip, Ride, Rockit",Universal Studios Florida,United States,Operating,Maurer,Steel,Lap bar,2009,Chain lift hill,X Car,167.3208,0,65.243955,NA,66.8
Kirnu,Linnanmäki,Finland,Operating,Intamin,Steel,Shoulder harness,2007,Chain lift hill,ZacSpin,85.3008,0,37.28226,465.8736,66.7
Wild West Mine Train,Ocean Park,China,Operating,Zamperla,Steel,Lap bar,1999,NA,Mine Train,68.8968,0,46.602825,2329.368,66.7
Lightning Racer (Thunder),Hersheypark,United States,Operating,GCI,Wooden,Lap bar,2e3,Chain lift hill,Twister,88.5816,0,50.952422,3398.9088,66.7
Van Helsing's Factory,Movie Park Germany,Germany,Operating,Gerstlauer,Steel,Lap bar,2011,Chain lift hill,Indoor,26.2464,0,22.369356,1312.32,66.6
Flight of the Pterosaur,Paultons Park,United Kingdom,Operating,Vekoma,NA,None,NA,NA,NA,65.616,0,NA,1295.916,66.3
Sky Wheel,Skyline Park,Germany,Operating,Maurer,Steel,Lap bar,2004,Chain lift hill,X Car,150.9168,2,65.243955,492.12,66.2
Big Thunder Mountain Railroad,Disney's Magic Kingdom,United States,Operating,Arrow,Steel,Lap bar,1980,Chain lift hill,Mine Train,NA,0,36.039518,2778.8376,66.2
Vampire,La Ronde,Canada,Operating,B&M,Steel,Shoulder harness,2002,Chain lift hill,NA,104.9856,5,50.331051,2700.0984,66.2
Joker's Jinx,Six Flags America,United States,Operating,Premier Rides,Steel,Lap bar,1999,Magnetic Launch (LIM/LSM),Launched Multielement,78.7392,4,59.651616,2703.3792,66
Goliath,Six Flags Magic Mountain,United States,Operating,Giovanola,Steel,Lap bar,2e3,Chain lift hill,Hypercoaster,232.9368,0,85.127827,4494.696,65.8
Lightning Racer (Lightning),Hersheypark,United States,Operating,GCI,Wooden,Lap bar,2e3,Chain lift hill,Twister,88.5816,0,50.952422,3398.9088,65.7
Jetline,Gröna Lund,Sweden,Operating,Schwarzkopf,Steel,Lap bar,1988,Chain lift hill,Freeform,104.9856,0,55.92339,2624.64,65.7
Joker,Six Flags Great Adventure,United States,Operating,S&S,Steel,Shoulder harness,2016,Chain lift hill,Free Spin,121.3896,0,37.903631,1020.3288,65.7
Thunder Loop,Attractiepark Slagharen,Netherlands,Relocated,Schwarzkopf,Steel,Lap bar,1979,Chain lift hill,Looper,78.7392,1,46.602825,1942.2336,65.6
Psyké underground,Walibi Belgium,Belgium,Operating,Schwarzkopf,Steel,Lap bar,1982,Magnetic Launch (LIM/LSM),"Shuttle, Looper",137.7936,1,52.816535,853.008,65.5
Magnum XL 200,Cedar Point,United States,Operating,Arrow,Steel,Lap bar,1989,Chain lift hill,Hyper,206.6904,0,72.079036,5104.9248,65.5
FireChaser Express,Dollywood,United States,Operating,Gerstlauer,Steel,Lap bar,2014,"Chain lift hill, Tire propelled launch","Launched, Family",NA,0,34.796776,2427.792,65.4
Big Thunder Mountain Railroad,Disneyland,United States,Operating,Walt Disney Imagineering,Steel,Lap bar,1979,Chain lift hill,Mine Train,NA,0,27.961695,2670.5712,65.4
Hollenblitz,Foire,N/A,Operating,EOS rides,Steel,Lap bar,1992,Chain lift hill,NA,59.0544,0,31.06855,2493.408,65.3
Superman : Escape from Krypton,Six Flags Magic Mountain,United States,Operating,Intamin,Steel,Lap bar,1997,Magnetic Launch (LIM/LSM),Shuttle,413.3808,0,99.41936,1233.5808,65.3
Ultimate,Lightwater Valley,United Kingdom,Operating,Big Country Mitioneering,Steel,Lap bar,1991,Chain lift hill,Mine Train,157.4784,0,49.70968,7440.8544,65.2
Manta,SeaWorld San Diego,United States,Operating,Mack,Steel,Lap bar,2012,Magnetic Launch (LIM/LSM),Launched,29.5272,0,43.49597,2788.68,65
Batman : The dark Knight,Six Flags New England,United States,Operating,B&M,Steel,Shoulder harness,2002,Chain lift hill,NA,118.1088,5,55.302019,2601.6744,64.9
Joker,Six flags Over Texas,United States,Operating,S&S,Steel,Shoulder harness,2017,Chain lift hill,Free Spin,118.1088,0,37.903631,1017.048,64.6
The Boss,Six Flags St Louis,United States,Operating,CCI,Wooden,Lap bar,2e3,Chain lift hill,Twister,150.9168,0,65.865326,5052.432,64.5
Batman The Ride,Six Flags St Louis,United States,Operating,B&M,Steel,Shoulder harness,1995,Chain lift hill,NA,104.9856,5,50.331051,2693.5368,64.3
Montezooma's Revenge,Knott's Berry Farm,United States,Operating,Schwarzkopf,Steel,Lap bar,1978,Hydraulic cable launch,Shuttle Loop,147.636,1,55.302019,800.5152,64.2
Space Mountain - Omega,Disney's Magic Kingdom,United States,Operating,Arrow,Steel,Lap bar,1975,Chain lift hill,NA,88.5816,0,27.340324,3195.4992,64
Die Vliegende Hollander,Efteling,Netherlands,Operating,Kumbak,Steel,Lap bar,2007,Chain lift hill,NA,75.4584,0,NA,1377.936,64
Space Mountain - Alpha,Disney's Magic Kingdom,United States,Operating,Arrow,Steel,Lap bar,1975,Chain lift hill,NA,88.5816,0,27.340324,3195.4992,64
Titan,Six flags Over Texas,United States,Operating,Giovanola,Steel,Lap bar,2001,Chain lift hill,Hyper,246.06,0,85.127827,5311.6152,63.9
Mystery Mine,Dollywood,United States,Operating,Gerstlauer,Steel,Shoulder harness,2007,Chain lift hill,Euro-Fighter,114.828,2,45.981454,1811.0016,63.8
Dragon Roller Coaster,Energylandia,Poland,Operating,Vekoma,Steel,Lap bar,NA,Booster wheel lift hill,Family,65.616,0,46.602825,1486.2024,63.8
Twister,Knoebels,United States,Operating,Philadelphia Toboggan Coaster,Wooden,Lap bar,1999,Chain lift hill,Twister,101.7048,0,51.573793,3900.8712,63.7
Batman the Ride,Six Flags Magic Mountain,United States,Operating,B&M,Steel,Shoulder harness,1994,Chain lift hill,NA,104.9856,5,49.70968,2700.0984,63.3
Scream!,Six Flags Magic Mountain,United States,Operating,B&M,Steel,Shoulder harness,NA,Chain lift hill,Looper,150.9168,7,62.758471,3986.172,63.1
Rock'n Roller Coaster starringAerosmith,Disney Hollywood Studios,United States,Operating,Vekoma,Steel,Shoulder harness,1999,Magnetic Launch (LIM/LSM),Looper,78.7392,3,59.651616,3369.3816,63
Le Twist,Le Pal,France,Operating,Mack,Steel,Lap bar,2011,Chain lift hill,NA,72.1776,0,43.49597,1541.976,63
Flight of Fear,Kings Dominion,United States,Operating,Premier Rides,Steel,Lap bar,1996,Magnetic Launch (LIM/LSM),Indoor Launched Multielement,75.4584,4,54.059277,2706.66,62.9
Great White,SeaWorld San Antonio,United States,Operating,B&M,Steel,Shoulder harness,1997,Chain lift hill,NA,108.2664,5,50.331051,2562.3048,62.3
Tornado,Bakken,Denmark,Operating,Intamin,Steel,Lap bar,2009,Chain lift hill,NA,32.808,0,NA,984.24,62.3
Iron Shark,Galveston Island Historic Pleasure Pier,United States,Operating,Gerstlauer,Steel,Lap bar,2012,Chain lift hill,Euro-Fighter,101.7048,1,52.195164,1246.704,62.2
Rougarou,Cedar Point,United States,Operating,B&M,Steel,Shoulder harness,1996,Chain lift hill,NA,144.3552,4,60.272987,3897.5904,62.1
Georgia Scorcher,Six Flags Over Georgia,United States,Operating,B&M,Steel,Shoulder harness,1999,Chain lift hill,NA,108.2664,2,54.059277,2998.6512,62
Takabisha,Fuji-Q Highland,Japan,Operating,Gerstlauer,Steel,Shoulder harness,2011,Magnetic Launch (LIM/LSM),Euro-Fighter,141.0744,7,62.1371,3280.8,61.9
Bat,Kings Island,United States,Operating,Arrow,Steel,Shoulder harness,1993,Chain lift hill,NA,78.7392,0,50.952422,2349.0528,61.8
The Legend,Holiday World,United States,Operating,CCI,Wooden,Lap bar,2e3,Chain lift hill,Twister,114.828,0,57.787503,4041.9456,61.8
Freischütz,Bayern Park,Germany,Operating,Maurer,Steel,Lap bar,2011,Magnetic Launch (LIM/LSM),Rocket,78.7392,3,49.70968,1509.168,61.8
Shockwave,Six flags Over Texas,United States,Operating,Schwarzkopf,Steel,Lap bar,1978,Chain lift hill,Looper,114.828,2,59.651616,3599.0376,61.5
Force One,Schwaben Park,Germany,Operating,Zierer,Steel,Lap bar,2010,Chain lift hill,NA,72.1776,0,52.816535,1738.824,61.4
Possessed,Dorney Park,United States,Operating,Intamin,Steel,Shoulder harness,2008,Magnetic Launch (LIM/LSM),Shuttle,180.444,0,70.214923,705.372,61.3
Mammut,Tripsdrill,Germany,Operating,Cordes GmbH,Wooden,Lap bar,2008,Chain lift hill,Twister,98.424,0,55.92339,2821.488,61.3
Viper,Six Flags Great America,United States,Operating,Philadelphia Toboggan Coaster,Wooden,Lap bar,1995,Chain lift hill,Twister,101.7048,0,50.331051,3457.9632,61.1
Seven Dwarfs Mine Train,Disney's Magic Kingdom,United States,Operating,Vekoma,Steel,Lap bar,2014,Chain lift hill,Mine Train,NA,0,NA,NA,61.1
Salama,Linnanmäki,Finland,Operating,Maurer,Steel,Lap bar,2008,Chain lift hill,NA,55.7736,0,37.28226,1377.936,60.8
Speed,Oakwood,United Kingdom,Operating,Gerstlauer,Steel,Shoulder harness,2006,Chain lift hill,Euro-Fighter,114.828,2,59.030245,2001.288,60.8
Alpina Bahn,Foire,N/A,Operating,Schwarzkopf,Steel,Lap bar,1983,Tire propelled launch,Looper,88.5816,0,49.70968,2985.528,60.7
Superman - Ultimate Flight,Six Flags Over Georgia,United States,Operating,B&M,Steel,Flying restraint,2002,Chain lift hill,NA,104.9856,2,50.952422,2755.872,60.7
Polar X-plorer,Legoland Billund,Denmark,Operating,Zierer,Steel,Lap bar,NA,Chain lift hill,Free Fall,NA,0,NA,NA,60.6
Ultra Twister Megaton,Greenland,Japan,Operating,Togo,Steel,Shoulder harness,1994,Cable lift hill,NA,98.424,3,43.49597,1181.088,60.4
Half Pipe,Särkänniemi Amusement Park,Finland,Operating,Intamin,Steel,Lap bar,2003,Magnetic Launch (LIM/LSM),Shuttle,98.424,0,43.49597,229.656,60.1
Prowler,Worlds of Fun,United States,Operating,GCI,Wooden,Lap bar,2009,Chain lift hill,Twister,101.7048,0,50.952422,3074.1096,60
Saw - The Ride,Thorpe Park,United Kingdom,Operating,Gerstlauer,Steel,Shoulder harness,2009,Chain lift hill,Euro-Fighter,101.7048,3,55.302019,2362.176,59.9
G'sengte Sau,Tripsdrill,Germany,Operating,Gerstlauer,Steel,Lap bar,1998,Chain lift hill,Bobsled,52.4928,0,31.06855,1574.784,59.7
Insane,Gröna Lund,Sweden,Operating,Intamin,Steel,Shoulder harness,2009,Electrical lift hill,"4th Dimension, ZacSpin",118.1088,0,37.28226,820.2,59.7
Millennium Roller Coaster,Fantasy Island Ingoldmells,United Kingdom,Operating,Vekoma,Steel,Shoulder harness,1999,Chain lift hill,Looper,150.9168,3,59.651616,NA,59.6
Journey to Atlantis,SeaWorld Orlando,United States,Operating,Mack,Steel,Lap bar,1998,Chain lift hill,Water Coaster,NA,0,NA,NA,59.5
Timber Drop,Fraispertuis City,France,Operating,S&S,Steel,Shoulder harness,2011,Chain lift hill,El Loco,98.424,2,41.010486,1377.936,59.5
Goliath,Six Flags Fiesta Texas,United States,Operating,B&M,Steel,Shoulder harness,2008,Chain lift hill,NA,104.9856,5,49.70968,2700.0984,59.5
Nighthawk• Carowinds,Carowinds,United States,Operating,Vekoma,Steel,Flying restraint,2004,Chain lift hill,NA,114.828,5,50.952422,2765.7144,59.4
Formule X,Drievliet Family Park,Netherlands,Operating,Maurer,Steel,Lap bar,2007,Magnetic Launch (LIM/LSM),X Car,49.212,2,43.49597,984.24,59
Switchback,ZDT's Amusement Park,United States,Operating,Gravity Group,Wooden,Lap bar,2015,Chain lift hill,Shuttle,65.616,0,41.010486,1197.492,58.9
Crush's Coaster,Walt Disney Studios,France,Operating,Maurer,Steel,Lap bar,NA,Chain lift hill,Indoor,52.4928,0,37.903631,1391.0592,58.5
Tiki Waka,Walibi Belgium,Belgium,Operating,Gerstlauer,Steel,Lap bar,2018,Chain lift hill,"Bobsled, Family",65.616,0,34.175405,1640.4,58.3
Cyclops,Mt. Olympus Water & Theme Park,United States,Operating,CCI,Steel,Lap bar,1995,Chain lift hill,NA,68.8968,0,57.787503,1899.5832,58.2
Formule 1,Parc Saint Paul,France,Operating,Pax,Steel,Lap bar,2005,Chain lift hill,Wild Mouse,49.212,0,NA,1246.704,58.2
Gemini (Blue),Cedar Point,United States,Operating,Arrow,Hybrid,Lap bar,1978,Chain lift hill,NA,124.6704,0,59.651616,3936.96,58
Cancan Coaster,Europa Park,Germany,Operating,Mack,Steel,Lap bar,NA,Spiral lift,Family,85.3008,0,37.28226,3024.8976,57.8
Vicky The Ride,Plopsa Coo,Belgium,Operating,Gerstlauer,Steel,Lap bar,2011,Chain lift hill,NA,55.7736,0,34.175405,1312.32,57.4
Batman the Ride,Six flags Over Texas,United States,Operating,B&M,Steel,Shoulder harness,1999,Chain lift hill,NA,104.9856,5,50.331051,2700.0984,57.3
Rock'n Roller Coaster avec Aerosmith,Walt Disney Studios,France,Operating,Vekoma,Steel,Shoulder harness,NA,Magnetic Launch (LIM/LSM),"Looper, Indoor",78.7392,3,57.166132,3402.1896,56.9
Raptor Attack,Lightwater Valley,United Kingdom,Operating,Schwarzkopf,Steel,Lap bar,1987,Chain lift hill,NA,49.212,0,40.389115,1837.248,56.8
Kanonen,Liseberg,Sweden,Definitely closed,Intamin,Steel,Shoulder harness,2005,Hydraulic cable launch,Rocket,78.7392,2,46.602825,1443.552,56.7
Kentucky Rumbler,Beech Bend,United States,Operating,GCI,Wooden,Lap bar,2006,Chain lift hill,Twister,88.5816,0,47.845567,2828.0496,56.5
Goliath,Six Flags New England,United States,Operating,Vekoma,Steel,Shoulder harness,2012,Cable lift hill,Multielement Inverted Shuttle,190.2864,3,65.865326,1204.0536,56.5
Vilda Musen,Gröna Lund,Sweden,Operating,Gerstlauer,Steel,Lap bar,2003,Chain lift hill,Bobsled,68.8968,0,34.175405,1410.744,56.2
Dragon Fly,Duinrell,Netherlands,Operating,Gerstlauer,Steel,Lap bar,2012,Chain lift hill,NA,49.212,0,NA,1181.088,55.9
Hyperspace Mountain,Hong Kong Disneyland,China,Operating,Vekoma,Steel,Lap bar,2005,NA,NA,101.7048,0,NA,3451.4016,55.6
Nessie Superrollercoaster,Hansa Park,Germany,Operating,Schwarzkopf,Steel,Lap bar,1979,Chain lift hill,Looper,85.3008,1,49.088309,2431.0728,55.5
Cobra,Paultons Park,United Kingdom,Operating,Gerstlauer,Steel,Lap bar,2006,Chain lift hill,Bobsled,55.7736,0,31.06855,1476.36,55.2
American Eagle,Six Flags Great America,United States,Operating,Intamin,Wooden,Lap bar,1981,Chain lift hill,Twister,124.6704,0,65.865326,4648.8936,55.2
Cornball Express,Indiana Beach,United States,Operating,CCI,Wooden,Common lap bar,2001,Cable lift hill,NA,55.7736,0,44.738712,2099.712,55
Sierra Sidewinder,Knott's Berry Farm,United States,Operating,Mack,Steel,Lap bar,2007,Chain lift hill,Spinning Freeform,62.3352,0,37.28226,1410.744,55
Vuoristorata,Linnanmäki,Finland,Operating,Unknown,Wooden,Lap bar,1951,Chain lift hill,Twister,75.4584,0,37.28226,3149.568,55
Arthur,Europa Park,Germany,Operating,Mack,Steel,Lap bar,NA,Electrical launch,"E-Powered, Dark Ride",45.9312,0,19.262501,1656.804,54.8
Battlestar Galactica - HUMAN,Universal Studios Singapore,Singapore,Operating,Vekoma,Steel,Shoulder harness,2010,Electrical lift hill,Looper,NA,0,NA,NA,54.6
Drachenritt,Belantis,Germany,Operating,Gerstlauer,Steel,Lap bar,2003,Chain lift hill,Bobsled,59.0544,0,43.49597,1640.4,54.5
SkyRider,Canada's Wonderland,Canada,Definitely closed,Togo,Steel,Shoulder harness,1985,Chain lift hill,NA,88.5816,1,50.952422,2207.9784,54.5
Thundercoaster,TusenFryd,Norway,Operating,Vekoma,Wooden,Lap bar,2001,Chain lift hill,Twister,104.9856,0,57.787503,3116.76,54.3
Joker,Six Flags New England,United States,Operating,S&S,Steel,Shoulder harness,2017,Chain lift hill,Free Spin,121.3896,0,37.903631,1017.048,54.1
Ultra Twister,Nagashima Spa Land,Japan,Operating,Togo,Steel,Shoulder harness,NA,Chain lift hill,NA,95.1432,3,44.117341,1377.936,54
Raik,Phantasialand,Germany,Operating,Vekoma,Steel,Lap bar,2016,Booster wheel lift hill,"Boomerang, Family",82.02,0,38.525002,688.968,53.9
Megablitz,Wiener Prater,Austria,Operating,Vekoma,Steel,Lap bar,1994,Chain lift hill,Triple Out and Back,62.3352,0,43.49597,1804.44,53.9
Pandemonium,Six flags Over Texas,United States,Operating,Gerstlauer,Steel,Lap bar,2008,Chain lift hill,NA,52.4928,0,31.06855,1351.6896,53.4
Furius Baco,Port Aventura,Spain,Operating,Intamin,Steel,Shoulder harness,2007,Hydraulic cable launch,NA,45.9312,1,83.885085,2952.72,53.3
Rage,Adventure Island,United Kingdom,Operating,Gerstlauer,Steel,Shoulder harness,2007,Chain lift hill,Euro-Fighter,72.1776,3,43.49597,1184.3688,53.1
Vertigo,Walibi Belgium,Belgium,Definitely closed,Doppelmayr,Steel,Lap bar,2007,Vertical lift,Suspended Glider,180.444,0,37.28226,2368.7376,53
Apocalypse,Six Flags Magic Mountain,United States,Temporarily closed,GCI,Wooden,Lap bar,2009,Chain lift hill,Twister,101.7048,0,55.302019,2851.0152,52.8
Loch Ness Monster,Busch Gardens Williamsburg,United States,Operating,Arrow,Steel,Shoulder harness,1978,Chain lift hill,Looper,127.9512,2,59.651616,3238.1496,52.7
MotoGee,Särkänniemi Amusement Park,Finland,Operating,Zamperla,Steel,Lap bar,2010,Tire propelled launch,NA,NA,0,42.253228,NA,52.7
Outlaw,Adventureland,United States,Operating,CCI,Wooden,Lap bar,1993,Chain lift hill,Twister,65.616,0,47.845567,2798.5224,52.6
Gold rush,OK Corral,France,Operating,Gerstlauer,Steel,Lap bar,2012,Booster wheel lift hill,Shuttle,NA,0,NA,NA,52.6
Falken,Farup Sommerland,Denmark,Operating,S&S,Steel,Lap bar,2004,Chain lift hill,NA,65.616,0,46.602825,2040.6576,52.5
Backlot Stunt Coaster,Kings Island,United States,Operating,Premier Rides,Steel,Lap bar,2005,Magnetic Launch (LIM/LSM),Launched Freeform,45,0,39.767744,NA,52.4
Velociraptor,Paultons Park,United Kingdom,Operating,Vekoma,"Boomerang, Family",None,NA,NA,NA,656.16,0,NA,65.616,52.3
Matterhorn Bobsleds (A),Disneyland,United States,Operating,Arrow,Steel,None,1959,Chain lift hill,Bobsled,78.7392,0,26.718953,2037.3768,52.2
Comet,Hersheypark,United States,Operating,Philadelphia Toboggan Coaster,Steel,Lap bar,1946,Chain lift hill,NA,85.3008,0,50.331051,3359.5392,52.1
Impulse,Knoebels,United States,Operating,Zierer,Steel,Lap bar,2015,Chain lift hill,NA,98.424,4,55.302019,1975.0416,52
Hyper Space Mountain,Disneyland Park,France,Operating,Vekoma,Steel,Shoulder harness,1995,Hydraulic cable launch,"Looper, Indoor",101.7048,3,43.49597,3280.8,52
Thunder Run,Kentucky Kingdom,United States,Operating,Dinn Corp.,Wooden,Lap bar,1990,Chain lift hill,Twister,88.5816,0,52.816535,2851.0152,51.9
Triops,Bagatelle,France,Operating,Vekoma,Steel,Shoulder harness,2012,Chain lift hill,Invertigo,131.232,3,49.70968,1017.048,51.6
Shuttle Loop,Nagashima Spa Land,Japan,Operating,Schwarzkopf,Steel,Lap bar,1980,Flywheel,Shuttle Loop,134.5128,1,52.816535,853.008,51.5
TNT Tren de la Mina,Parque de Atracciones de Madrid,Spain,Operating,Gerstlauer,Steel,Lap bar,2012,Chain lift hill,Mine Train,55.7736,0,NA,1476.36,51.3
