name,location,continent,designer,construction,restraint,opening_year,launch,type,height,inversions,speed,length,score
RC Racer,Walt Disney Studios,Europe,Intamin,Steel,Shoulder harness,2010,Magnetic Launch (LIM/LSM),Half Pipe,82.02,0,,269.0256,33.1
Journey To Atlantis,SeaWorld San Antonio,North America,Mack,Steel,Lap bar,2007,Chain lift hill,,98.424,0,49.70968,,32.7
Jimmy Neutron's Atomic Flyer,Movie Park Germany,Europe,Vekoma,Steel,Lap bar,2007,Chain lift hill,Family Inverted,42.6504,0,,964.5552,32.5
Racer 75 (Right Side),Kings Dominion,North America,Philadelphia Toboggan Coaster,Wooden,Lap bar,1975,Chain lift hill,,85.3008,0,55.92339,3369.3816,32.3
Steeplechase,Luna Park,North America,Zamperla,Steel,,2011,Flywheel,Motocoaster,65.616,0,39.767744,1194.2112,32.3
Huracan,Belantis,Europe,Gerstlauer,Steel,Shoulder harness,2010,Chain lift hill,Euro-Fighter,104.9856,5,52.816535,1837.248,32.1
Speed of Sound,Walibi Holland,Europe,Vekoma,Steel,Shoulder harness,2000,Chain lift hill,"Shuttle, Boomerang",114.828,3,46.602825,935.028,32
Bat Coaster,Nigloland,Europe,Pinfari,Steel,Shoulder harness,2002,Chain lift hill,,65.616,2,43.49597,1312.32,32
Runaway Mine Train,Alton Towers,Europe,Mack,Steel,Shoulder harness,1992,,E-Powered,19.6848,0,22.369356,1000.644,31.8
Velocity,Flamingo Land Theme Park and Zoo,Europe,Vekoma,Steel,Lap bar,2005,Hydraulic cable launch,,55.7736,0,52.195164,2109.5544,31.6
Gletscherblitz,Steinwasen Park,Europe,Mack,E-Powered,Lap bar,1998,,,,0,27.961695,,31.4
Pony Express,Knott's Berry Farm,North America,Zamperla,Steel,,2008,Flywheel,Motocoaster,42.6504,0,37.28226,1312.32,31.4
Super 8er Bahn,Wiener Prater,Europe,Pinfari,Steel,Lap bar,1997,Chain lift hill,,68.8968,0,,2559.024,31.2
Coastersaurus,Legoland Florida,North America,Martin & Vleminckx,Steel,Lap bar,2004,Chain lift hill,,39.3696,0,32.311292,1364.8128,30.9
Gaz Express,Bagatelle,Europe,Soquet,Steel,Lap bar,1987,Chain lift hill,"Mine Train, Family",39.3696,0,37.28226,1312.32,30.9
Hochschaubahn,Wiener Prater,Europe,Unknown,Wooden,None,1950,Chain lift hill,Family,49.212,0,34.175405,1476.36,30.8
Comet,Waldameer,North America,Philadelphia Toboggan Coaster,Wooden,Lap bar,1951,Chain lift hill,Twister,36.0888,0,24.85484,1299.1968,30.8
Georgia Cyclone,Six Flags Over Georgia,North America,Dinn Corp.,Wooden,Lap bar,1990,Chain lift hill,Twister,95.1432,0,50.331051,2969.124,30.8
Iron Dragon,Cedar Point,North America,Arrow,Steel,Shoulder harness,1987,Chain lift hill,,75.4584,0,39.767744,2821.488,30.8
Schweizer Bobbahn,Europa Park,Europe,Mack,Steel,Lap bar,1985,Chain lift hill,Bobsled,62.3352,0,31.06855,1597.7496,30.6
Odin Ekspressen,Tivoli Gardens,Europe,Mack,Steel,Lap bar,1985,Electrical lift hill,Freeform Powered,,0,37.28226,984.24,30.3
Psycho Mouse,California's Great America,North America,Arrow,Steel,Lap bar,2001,Chain lift hill,Wild Mouse,,0,,1256.5464,30
Linnunrata,Linnanmäki,Europe,Zierer,Steel,Lap bar,2000,Booster wheel lift hill,,22.9656,0,24.85484,1181.088,29.9
Le Grand canyon,Fraispertuis City,Europe,Soquet,Steel,Lap bar,,Chain lift hill,Family,39.3696,0,31.06855,1246.704,29.6
Train de Mine,Parc du Bocasse,Europe,Soquet,Steel,Lap bar,2004,Chain lift hill,,,0,,,29.4
Le Train de la Mine d'Or,Nigloland,Europe,Mack,Steel,Lap bar,1992,Electrical lift hill,E-Powered,26.2464,0,22.369356,,29.3
Apocalypse,Six Flags America,North America,B&M,Steel,Shoulder harness,2012,Chain lift hill,,101.7048,2,55.302019,2900.2272,29.2
Spinner,Skara Sommarland,Europe,Maurer,,Lap bar,2011,,,36.0888,0,22.369356,984.24,29.1
Dawson Duel (Right),Bellewaerde,Europe,Wiegand,,None,2017,Cable lift hill,,82.02,0,24.85484,1607.592,29.1
Roar,Six Flags America,North America,GCI,Steel,Lap bar,1998,Chain lift hill,,88.5816,0,50.331051,3198.78,29
Dawson Duel (Left),Bellewaerde,Europe,Wiegand,Family,None,2017,,,82.02,0,24.85484,1607.592,29
Rasender Roland,Hansa Park,Europe,Vekoma,Steel,Lap bar,1993,Chain lift hill,,52.4928,0,31.06855,1712.5776,28.8
Great American Scream Machine,Six Flags Over Georgia,North America,Philadelphia Toboggan Coaster,Wooden,Lap bar,1973,Chain lift hill,,104.9856,0,57.166132,3451.4016,28.2
Jaguar!,Knott's Berry Farm,North America,Zierer,Steel,Lap bar,1995,Booster wheel lift hill,Family,65.616,0,34.796776,2601.6744,28.2
Azteka,Le Pal,Europe,Soquet,Steel,Lap bar,2003,Chain lift hill,Family,55.7736,0,34.175405,1640.4,28.1
Grizzly,California's Great America,North America,Kings Island,Steel,Lap bar,1986,Chain lift hill,,91.8624,0,55.302019,3251.2728,27.9
Woodstock Express,Kings Island,North America,Philadelphia Toboggan Coaster,Wooden,Lap bar,1972,Chain lift hill,Twister,,0,,1348.4088,27.8
El Diablo,Port Aventura,Europe,Arrow,Steel,Lap bar,1995,Chain lift hill,Mine Train,55.7736,0,,3307.0464,27.5
Joyride,PowerPark,Europe,L&T Systems,Steel,Lap bar,2003,Chain lift hill,,52.4928,0,,918.624,27.5
Boomerang,Toverland,Europe,Vekoma,Steel,Lap bar,2001,Booster wheel lift hill,Enclosed Junior,30,0,,,27.5
Roller Coaster Mayan,Energylandia,Europe,Vekoma,Steel,Shoulder harness,,Chain lift hill,SLC,108.2664,5,49.70968,2260.4712,27.3
Dynamite Express,Drievliet Family Park,Europe,Mack,Steel,Lap bar,2005,Electrical lift hill,E-Powered,36.0888,0,,859.5696,27.3
Tabalugas Achterbahn,Holiday Park,Europe,Zierer,Steel,Lap bar,,Booster wheel lift hill,"Family, Indoor",29.5272,0,24.85484,728.3376,27.3
Grottenblitz,Heide Park,Europe,Mack,Steel,Lap bar,1985,,E-Powered,19.6848,0,27.961695,1213.896,27.2
Cagliostro,Rainbow MagicLand,Europe,Maurer,Steel,Lap bar,2011,Chain lift hill,,55.7736,0,36.039518,1410.744,26.9
Olandese Volante,Rainbow MagicLand,Europe,Vekoma,Steel,Lap bar,2011,Chain lift hill,Mine Train,45.9312,0,29.825808,2234.2248,26.8
Silver Streak,Canada's Wonderland,North America,Vekoma,Steel,Shoulder harness,,Booster wheel lift hill,Family,49.212,0,26.097582,1122.0336,26.7
X-Treme Racer,Legoland Billund,Europe,Mack,Steel,Lap bar,2002,Chain lift hill,Wild Mouse,52.4928,0,34.796776,1312.32,26.6
Rioolrat,Avonturenpark Hellendoorn,Europe,Vekoma,Steel,Lap bar,1996,,,,0,27.961695,1000.644,26.2
Mean Streak,Cedar Point,North America,Dinn Corp.,Wooden,Lap bar,1991,Chain lift hill,Twister,160.7592,0,62.1371,5426.4432,26.2
RC Racer,Hong Kong Disneyland,Asia,Intamin,Steel,Shoulder harness,2011,Magnetic Launch (LIM/LSM),Half Pipe,82.02,0,,262.464,25.9
Flight of the Hippogriff,Universal Studios Hollywood,North America,Mack,Steel,Lap bar,2016,,YoungStar,,0,,984.24,25.7
Runaway Mountain,Six flags Over Texas,North America,Premier Rides,Steel,Lap bar,1996,Chain lift hill,,52.4928,0,39.767744,1496.0448,25.7
Gold Rusher,Six Flags Magic Mountain,North America,Arrow,Steel,Lap bar,1971,Chain lift hill,Mine Train,68.8968,0,34.796776,2591.832,25.6
Timber Wolf,Worlds of Fun,North America,Dinn Corp.,Wooden,Lap bar,1989,Chain lift hill,Twister,101.7048,0,52.816535,4232.232,24.9
Bob Express,Bobbejaanland,Europe,Mack,Steel,Lap bar,2000,Electrical lift hill,E-Powered,32.808,0,22.369356,1709.2968,24.8
Mighty Canadian Minebuster,Canada's Wonderland,North America,Philadelphia Toboggan Coaster,Wooden,Lap bar,1981,Chain lift hill,Twister,88.5816,0,55.92339,3828.6936,24.8
Trailblazer,Hersheypark,North America,Arrow,Steel,Lap bar,1974,Chain lift hill,Mine Train,,0,,,24.6
Steampunk Hunters,TusenFryd,Europe,Vekoma,Steel,Lap bar,2012,Booster wheel lift hill,,42.6504,0,28.583066,1099.068,24.6
Grampus Jet,Greenland,Asia,Vekoma,Steel,Shoulder harness,1994,Chain lift hill,,,0,,,24.6
Famous jack,Bagatelle,Europe,Reverchon,Steel,Lap bar,,Chain lift hill,Wild Mouse,42.6504,0,29.204437,1377.936,24.6
Shaman,Gardaland,Europe,Vekoma,Steel,Shoulder harness,1985,Chain lift hill,Looper,98.424,4,43.49597,2296.56,24.4
Euro Loop,Europark,Europe,Vekoma,Steel,Shoulder harness,2004,Chain lift hill,Looper,98.424,4,40.389115,,24.3
Course de Bobsleigh,Nigloland,Europe,Schwarzkopf,Steel,Lap bar,1995,Electrical lift hill,,49.212,0,40.389115,1476.36,24.1
Plohseidon,Freizeitpark Plohn,Europe,Zierer,Steel,Lap bar,,Booster wheel lift hill,Family,,0,,1640.4,24
Indiana Jones et le Temple du Péril,Disneyland Park,Europe,Intamin,Steel,Shoulder harness,1993,Chain lift hill,Looper,59.0544,1,36.039518,1856.9328,23.9
Tornado,Legendia,Europe,Soquet,Steel,Shoulder harness,2007,Chain lift hill,Looper,,2,,,23.8
Big Apple Coaster,"New York, New York Hotel & Casino",North America,Togo,Steel,Shoulder harness,1997,Chain lift hill,Looper,203.4096,2,67.108068,4776.8448,23.7
L'Aérotrain,Parc Saint Paul,Europe,Vekoma,Steel,Lap bar,2014,Booster wheel lift hill,,36.0888,0,,721.776,23.7
Vertigo,Parque de Atracciones de Madrid,Europe,Mack,Steel,Lap bar,2009,Chain lift hill,Wild Mouse,45.9312,0,27.961695,1213.896,23.6
Schlitt' Express,Nigloland,Europe,Mack,Steel,Lap bar,2007,Chain lift hill,Wild Mouse,45.9312,0,27.961695,1213.896,23.2
Green Lantern : First Flight,Six Flags Magic Mountain,North America,Intamin,Steel,Shoulder harness,2011,Chain lift hill,ZacSpin,108.2664,0,37.28226,826.7616,23.2
Racing,Bakken,Europe,Zierer,Steel,,1980,,,,0,,,23
Blue Flyer,Blackpool Pleasure Beach,Europe,Charles Paige,Steel,Lap bar,1934,Chain lift hill,,,0,,2296.56,22.8
Hurler,Kings Dominion,North America,Philadelphia Toboggan Coaster,Wooden,Lap bar,1994,Chain lift hill,Twister,82.02,0,49.70968,3156.1296,22.6
Flying Cobras,Carowinds,North America,Vekoma,Steel,Shoulder harness,2009,Chain lift hill,"Shuttle, Boomerang",118.1088,3,47.224196,935.028,22.4
Dragon,Adventureland,North America,Hopkins,Steel,Shoulder harness,1991,Chain lift hill,Looping,88.5816,2,,2250.6288,22.4
Python,Efteling,Europe,Vekoma,Steel,Shoulder harness,1981,Chain lift hill,Loop Corkscrew,95.1432,4,46.602825,2460.6,22.2
Dragon,Legoland Florida,North America,Vekoma,Steel,Lap bar,2004,Booster wheel lift hill,,42.6504,0,28.583066,1099.068,22.2
Euro Speed,Europark,Europe,Mack,Steel,Lap bar,2009,,E-Powered,,0,,,22.1
Ghoster Coaster,Canada's Wonderland,North America,Philadelphia Toboggan Coaster,Wooden,Lap bar,1981,Chain lift hill,Twister,42.6504,0,34.796776,1354.9704,22.1
Monstre,La Ronde,North America,William J. Cobb,Wooden,Lap bar,1985,Chain lift hill,Twister,127.9512,0,59.651616,3996.0144,22
Crazy Mine,Hansa Park,Europe,Maurer,Steel,Lap bar,1997,Chain lift hill,Wild Mouse,49.212,0,27.961695,1213.896,21.8
La Machine à Vapeur,Jardin d'Acclimatation,Europe,Soquet,Steel,Lap bar,1999,Electrical lift hill,E-Powered,,0,24.85484,,21.7
Flagermusen,Farup Sommerland,Europe,Reverchon,Steel,Lap bar,2001,Chain lift hill,,42.6504,0,29.204437,1377.936,21.7
Dragen,Legoland Billund,Europe,Mack,Steel,Lap bar,1997,Electrical lift hill,E-Powered,,0,,,21.6
Project X - Test Strecke,Legoland Deutschland,Europe,Mack,Steel,Lap bar,2002,Chain lift hill,Wild Mouse,52.4928,0,34.796776,1312.32,21.6
Tickler,Luna Park,North America,Zamperla,Steel,Shoulder harness,2010,Chain lift hill,Spinning Wild Mouse,,0,,1378,21.5
Sky Spin,Skyline Park,Europe,Maurer,Steel,,2013,,,,0,,,21.2
Hurler,Carowinds,North America,CCI,Steel,Lap bar,1994,Chain lift hill,,82.02,0,50.331051,3156.1296,20.9
Draak,Plopsaland,Europe,Mack,Steel,Lap bar,2004,Electrical lift hill,E-Powered,45.9312,0,22.369356,1476.36,20.6
Vilde Mus,Bakken,Europe,Mack,Wild Mouse,None,,,,,0,,,20.5
Les Souris Mécaniques,Jardin d'Acclimatation,Europe,Reverchon,Steel,Lap bar,,Chain lift hill,Wild Mouse,19.6848,0,,,20.5
Rattlesnake,Chessington World of Adventures,Europe,Maurer,Steel,Lap bar,1998,Chain lift hill,Wild Mouse,49.212,0,27.961695,1213.896,20.2
Ricochet,Carowinds,North America,Mack,Steel,Lap bar,2002,Chain lift hill,Wild Mouse,45.9312,0,27.961695,1213.896,20.2
Skull Mountain,Six Flags Great Adventure,North America,Intamin,Wooden,Lap bar,1996,Booster wheel lift hill,Twister,39.3696,0,32.932663,,20
Neo's Twister,PowerPark,Europe,Fabbri,Wild Mouse,Lap bar,2011,Chain lift hill,,32.808,0,,1377.936,19.9
Ghost Chasers,Movie Park Germany,Europe,Mack,Steel,Lap bar,2000,Chain lift hill,Wild Mouse,45.9312,0,27.961695,1213.896,19.9
Furio,Dennlys Parc,Europe,Soquet,Steel,Lap bar,2003,Chain lift hill,,,0,,,19.8
Fly,Canada's Wonderland,North America,Mack,Steel,Lap bar,1999,Chain lift hill,Wild Mouse,52.4928,0,34.796776,1312.32,19.8
Viper,Six Flags Magic Mountain,North America,Arrow,Steel,Shoulder harness,1990,Chain lift hill,Looper,187.0056,7,69.593552,3828.6936,19.7
Wildcat,Lake Compounce,North America,Charlie Dinn,Steel,Lap bar,1927,Chain lift hill,,85.3008,0,47.845567,2746.0296,19.6
Lost Coaster of Superstition Mountain,Indiana Beach,North America,CCI,Wooden,,2002,Chain lift hill,,36.0888,0,19.883872,1400.9016,19.6
Déval' Train,Parc des Combes,Europe,Vekoma,Steel,Lap bar,2003,Booster wheel lift hill,Junior Coaster,29.5272,0,21.747985,679.1256,19.5
Scorpion Express,Chessington World of Adventures,Europe,Mack,Steel,Lap bar,1987,,E-Powered,19.6848,0,22.369356,803.796,19.4
Temple of the Night Hawk,Phantasialand,Europe,Vekoma,Steel,Lap bar,1988,Chain lift hill,Indoor Freeform,26.2464,0,31.06855,4199.424,19.2
Virtual Express,Tibidabo,Europe,Zamperla,Steel,Lap bar,,Electrical lift hill,E-Powered,,0,,,18.8
Enchanted Airways,Universal Studios Singapore,Asia,Vekoma,Steel,Lap bar,2010,Chain lift hill,Junior,,0,,1148.28,18.7
Wild Beast,Canada's Wonderland,North America,Philadelphia Toboggan Coaster,Wooden,Lap bar,1981,Chain lift hill,Twister,82.02,0,55.92339,3149.568,18.7
Mine Expressen,Farup Sommerland,Europe,Vekoma,Steel,Lap bar,1992,Booster wheel lift hill,,42.6504,0,28.583066,1099.068,18.5
Woodstock Express,Cedar Point,North America,Vekoma,Steel,Lap bar,1999,Booster wheel lift hill,Junior Twister,42.6504,0,28.583066,1099.068,18.5
Cobra,Tivoli Friheden,Europe,Sartori,Steel,Shoulder harness,2008,Chain lift hill,,68.8968,3,40.389115,1312.32,18.4
Apple Zapple,Kings Dominion,North America,Mack,Steel,Lap bar,2002,Chain lift hill,Wild Mouse,52.4928,0,34.796776,1312.32,18.3
Thunder Run,Canada's Wonderland,North America,Mack,Steel,Lap bar,1981,Electrical launch,E-Powered,32.808,0,39.767744,1082.664,18.2
Flying Ace Aerial Chase,Kings Island,North America,Vekoma,Steel,Shoulder harness,2001,Chain lift hill,,49.212,0,26.097582,1122.0336,18
Vortex,Carowinds,North America,B&M,Steel,Shoulder harness,1992,Chain lift hill,,88.5816,2,50.331051,2040.6576,17.9
Express,Fraispertuis City,Europe,Soquet,Steel,Lap bar,1987,Chain lift hill,,,0,,,17.8
Le Vol d'Icare,Parc Asterix,Europe,Zierer,Steel,Lap bar,,Booster wheel lift hill,Family,36.0888,0,26.097582,1345.128,17.6
Woodstock Express,Walibi Rhône Alpes,Europe,Zamperla,Steel,Lap bar,2002,Chain lift hill,Wild Mouse,,0,,721.776,17.4
Wild Mouse,Dorney Park,North America,Maurer,Steel,Lap bar,2000,Chain lift hill,Wild Mouse,49.212,0,27.961695,1213.896,17.4
Dragon,La Ronde,North America,Intamin,Steel,Lap bar,1994,Booster wheel lift hill,,,0,,,17.4
Comet,Walygator Parc,Europe,Vekoma,Steel,Shoulder harness,,Chain lift hill,Looper,78.7392,3,39.767744,,17.4
Wild Mouse,Hersheypark,North America,Mack,Steel,Lap bar,1999,Chain lift hill,Wild Mouse,45.9312,0,27.961695,1213.896,17.3
Rollerskater,Plopsaland,Europe,Vekoma,Steel,Lap bar,1990,Booster wheel lift hill,,42.6504,0,27.961695,1099.068,17.3
Canopy Flyer,Universal Studios Singapore,Asia,SetPoint,Steel,Lap bar,,Chain lift hill,Family,,0,,,17.1
Ednör,La Ronde,North America,Vekoma,Steel,Shoulder harness,,Chain lift hill,SLC,111.5472,5,49.70968,2260.4712,17
Donderstenen,Avonturenpark Hellendoorn,Europe,Zierer,Steel,Lap bar,2005,Booster wheel lift hill,,29.5272,0,24.233469,728.3376,17
Sand Serpent,Busch Gardens Tampa,North America,Mack,Steel,Lap bar,2004,Chain lift hill,Wild Mouse,45.9312,0,27.961695,1213.896,17
Maskerade,Wiener Prater,Europe,Gerstlauer,Steel,Lap bar,,Vertical lift,Indoor,32.808,0,24.85484,774.2688,17
Tulireki,Linnanmäki,Europe,Mack,Steel,Lap bar,2004,,,55.7736,0,36.039518,1102.3488,17
Green Scream,Adventure Island,Europe,Zierer,Steel,Lap bar,1999,Booster wheel lift hill,Twister,42,0,,,16.5
Brontojet,Movieland Park,Europe,Schwarzkopf,Steel,Lap bar,2010,Electrical lift hill,,36.0888,0,,1361.532,16.3
Pikajuna,Linnanmäki,Europe,Mack,Steel,Lap bar,1990,Electrical lift hill,E-Powered,22.9656,0,22.990727,961.2744,16.3
The Walking Dead - The Ride,Thorpe Park,Europe,Vekoma,Steel,Lap bar,1996,Booster wheel lift hill,"Family, Indoor",42.6504,0,27.961695,1312.32,15.9
Sky Rider,Skyline Park,Europe,Caripro,Steel,Lap bar,2001,Vertical lift,,,0,,,15.9
Carolina Goldrusher,Carowinds,North America,Arrow,Hybrid,Lap bar,1973,Chain lift hill,Mine Train,,0,,2398.2648,15.7
Kung Fu Panda Master,Gardaland,Europe,Fabbri,Steel,Lap bar,2016,Chain lift hill,,45.9312,0,7.456452,,15.6
Wild Mouse,Beech Bend,North America,Zamperla,Steel,Lap bar,2005,Chain lift hill,Wild Mouse,42.6504,0,29.204437,1377.936,15.6
Dragon Fire,Canada's Wonderland,North America,Arrow,Steel,Shoulder harness,1981,Chain lift hill,Looper,78.7392,4,50.331051,2158.7664,15.5
G Force,Drayton Manor,Europe,Maurer,Steel,Lap bar,2005,Chain lift hill,Looper,82.02,3,43.49597,1263.108,15.5
Canyon Blaster,Great Escape,North America,Arrow,Steel,Lap bar,2003,Chain lift hill,Mine Train,55.7736,0,44.738712,2001.288,15.3
Big Loop,Heide Park,Europe,Vekoma,Steel,Shoulder harness,1983,Chain lift hill,Double Loop Corkscrew,98.424,4,39.146373,2316.2448,14.9
La Souris verte,Parc Saint Paul,Europe,Zamperla,Steel,Lap bar,2007,Chain lift hill,Wild Mouse,42.6504,0,33.554034,,14.6
Demon,Six Flags Great America,North America,Arrow,Steel,Shoulder harness,1976,Chain lift hill,Looper,101.7048,4,50.331051,2129.2392,14.6
Cedar Creek Mine Ride,Cedar Point,North America,Arrow,Hybrid,Lap bar,1969,Chain lift hill,Mine Train,49.212,0,31.06855,2539.3392,14.6
Tig'rr Coaster,Indiana Beach,North America,Schwarzkopf,,Lap bar,1984,Chain lift hill,,45.9312,0,31.06855,1765.0704,14.4
Anaconda,Kings Dominion,North America,Arrow,Steel,Shoulder harness,1991,Chain lift hill,Looper,144.3552,4,50.331051,2700.0984,14.2
Tokio express,Foire,Asia,Soquet,Steel,Lap bar,1992,Electrical launch,"E-Powered, Family",,0,,,14.2
Tornado,Adventureland,North America,William J. Cobb,Steel,Lap bar,1978,Chain lift hill,,91.8624,0,57.787503,2841.1728,14.1
Gadget's Go Coaster,Disneyland,North America,Vekoma,Steel,Lap bar,1993,Booster wheel lift hill,,29.5272,0,21.747985,679.1256,14.1
Dragon,Jardin d'Acclimatation,Europe,Soquet,Steel,Lap bar,1987,Chain lift hill,,16.404,0,,656.16,13.9
Gotham City Gauntlet: Escape from Arkham Asylum,Six Flags New England,North America,Maurer,Steel,Lap bar,2011,Chain lift hill,Wild Mouse,49.212,0,27.961695,1213.896,13.7
Gruvbanan,Skara Sommarland,Europe,Mack,E-Powered,Lap bar,1987,,,,0,,,13.6
Twistrix,Drievliet Family Park,Europe,Maurer,Steel,Lap bar,2001,Booster wheel lift hill,,,0,,,13.3
Boomerang,Bellewaerde,Europe,Vekoma,Steel,Shoulder harness,1984,Cable lift hill,"Shuttle, Boomerang",118.1088,3,47.224196,935.028,13
Dream Hunters Society,Legendia,Europe,Unknown,Steel,Lap bar,,Chain lift hill,Zyklon Z47,,0,,,13
Vortex,Kings Island,North America,Arrow,Steel,Shoulder harness,1987,Chain lift hill,Looper,147.636,6,55.302019,3799.1664,12.8
Canyon Blaster,Adventuredome,North America,Arrow,Steel,Shoulder harness,1993,Chain lift hill,Looper,95.1432,4,41.010486,2424.5112,12.8
Le Train de la Mine,Cigoland,Europe,Soquet,Steel,Lap bar,2002,,Mine Train,22.9656,0,22.369356,,12.7
Dizzy Mouse,Wiener Prater,Europe,Reverchon,Steel,Lap bar,,Chain lift hill,Wild Mouse,42.6504,0,29.204437,1377.936,12.6
