name,country,status,designer,construction,restraint,opening_year,launch,type,height,inversions,speed,length,score
319,19,1,5,11,0,2001.0,2,0,55.7736,0.0,44.738712,2099.712,55.0
320,19,1,30,7,3,2007.0,3,89,62.3352,0.0,37.28226,1410.744,55.0
321,5,1,50,11,3,1951.0,3,97,75.4584,0.0,37.28226,3149.568,55.0
322,7,1,30,7,3,0,9,15,45.9312,0.0,19.262501,1656.804,54.8
323,14,1,51,7,6,2010.0,10,59,0,0.0,0,0,54.6
324,7,1,19,7,3,2003.0,3,4,59.0544,0.0,43.49597,1640.4,54.5
325,2,0,49,7,6,1985.0,3,0,88.5816,1.0,50.952422,2207.9784,54.5
326,12,1,51,11,3,2001.0,3,97,104.9856,0.0,57.787503,3116.76,54.3
327,19,1,43,7,6,2017.0,3,32,121.3896,0.0,37.903631,1017.048,54.1
328,9,1,49,7,6,0,3,0,95.1432,3.0,44.117341,1377.936,54.0
329,7,1,51,7,3,2016.0,0,7,82.02,0.0,38.525002,688.968,53.9
330,0,1,51,7,3,1994.0,3,96,62.3352,0.0,43.49597,1804.44,53.9
331,19,1,19,7,3,2008.0,3,0,52.4928,0.0,31.06855,1351.6896,53.4
332,15,1,23,7,6,2007.0,12,0,45.9312,1.0,83.885085,2952.72,53.3
333,18,1,19,7,6,2007.0,3,21,72.1776,3.0,43.49597,1184.3688,53.1
334,1,0,13,7,3,2007.0,17,93,180.444,0.0,37.28226,2368.7376,53.0
335,19,4,18,11,3,2009.0,3,97,101.7048,0.0,55.302019,2851.0152,52.8
336,19,1,2,7,6,1978.0,3,59,127.9512,2.0,59.651616,3238.1496,52.7
337,5,1,56,7,3,2010.0,16,0,0,0.0,42.253228,0,52.7
338,19,1,5,11,3,1993.0,3,97,65.616,0.0,47.845567,2798.5224,52.6
339,6,1,19,7,3,2012.0,0,80,0,0.0,0,0,52.6
340,4,1,43,7,3,2004.0,3,0,65.616,0.0,46.602825,2040.6576,52.5
341,19,1,38,7,3,2005.0,13,52,45.0,0.0,39.767744,0,52.4
342,18,1,51,1,4,0,0,0,656.16,0.0,0,65.616,52.3
343,19,1,2,7,4,1959.0,3,4,78.7392,0.0,26.718953,2037.3768,52.2
344,19,1,36,7,3,1946.0,3,0,85.3008,0.0,50.331051,3359.5392,52.1
345,19,1,57,7,3,2015.0,3,0,98.424,4.0,55.302019,1975.0416,52.0
346,6,1,51,7,6,1995.0,12,60,101.7048,3.0,43.49597,3280.8,52.0
347,19,1,11,11,3,1990.0,3,97,88.5816,0.0,52.816535,2851.0152,51.9
348,6,1,51,7,6,2012.0,3,47,131.232,3.0,49.70968,1017.048,51.6
349,9,1,46,7,3,1980.0,11,81,134.5128,1.0,52.816535,853.008,51.5
350,15,1,19,7,3,2012.0,3,67,55.7736,0.0,0,1476.36,51.3
351,2,1,38,7,3,2005.0,13,22,45.9312,0.0,39.767744,1958.6376,51.3
352,19,1,38,7,3,2006.0,13,0,45.9312,0.0,39.767744,1958.6376,51.2
353,19,1,18,4,3,2017.0,0,97,75.4584,0.0,47.845567,0,51.1
354,19,1,5,11,3,1995.0,3,97,108.2664,0.0,47.845567,2729.6256,51.1
355,9,1,23,7,6,2005.0,3,59,52.4928,1.0,37.28226,1968.48,51.0
356,19,1,19,7,3,2007.0,3,90,52.4928,0.0,31.06855,1351.6896,51.0
357,19,1,19,7,3,2011.0,3,21,95.1432,3.0,52.195164,2099.712,50.9
358,15,1,30,7,3,2009.0,0,104,52.4928,0.0,37.28226,1574.784,50.8
359,6,1,5,11,3,1997.0,3,97,98.424,0.0,52.195164,4045.2264,50.8
360,19,1,38,7,3,1996.0,13,55,75.4584,4.0,54.059277,2706.66,50.8
361,19,1,34,7,3,1998.0,3,39,206.6904,0.0,74.56452,5577.36,50.5
362,18,1,2,7,6,1990.0,3,0,55.7736,0.0,45.981454,2349.0528,50.4
363,19,1,32,7,3,2013.0,3,0,49.212,0.0,39.767744,1410.744,50.4
364,19,1,36,11,3,1964.0,3,74,78.7392,0.0,39.767744,2559.024,50.2
365,18,1,32,7,3,2004.0,3,0,55.7736,0.0,37.28226,1476.36,50.2
366,6,1,19,0,3,2018.0,3,0,36.0888,0.0,0,1312.32,50.2
367,4,1,30,7,3,2011.0,3,0,91.8624,0.0,43.49597,1492.764,49.9
368,7,1,19,7,7,2004.0,3,4,55.7736,0.0,34.175405,1745.3856,49.8
369,16,1,51,7,3,0,0,22,65.616,0.0,34.175405,1312.32,49.7
370,19,1,46,7,3,1977.0,3,59,0,1.0,0,0,49.7
371,13,1,23,7,4,2018.0,17,0,164.04,0.0,68.35081,0,49.6
372,19,1,19,7,3,2007.0,3,0,52.4928,0.0,31.06855,1351.6896,49.5
373,19,1,0,7,3,1921.0,3,0,68.8968,0.0,44.738712,2132.52,49.2
374,19,1,46,7,3,1981.0,3,59,65.616,1.0,49.70968,1811.0016,49.1
375,7,1,30,7,3,2006.0,0,97,49.212,0.0,40.389115,1312.32,49.1
376,11,1,51,7,6,2000.0,13,0,85.3008,3.0,55.92339,3267.6768,48.9
377,8,1,51,7,6,0,3,47,131.232,3.0,49.70968,1017.048,48.7
378,1,1,51,11,3,2001.0,3,97,91.8624,0.0,49.70968,3395.628,48.7
379,19,1,36,7,3,1994.0,3,0,95.1432,0.0,55.302019,4196.1432,48.6
380,18,1,2,7,6,1979.0,0,80,55.7736,1.0,44.738712,633.1944,48.3
381,9,1,33,0,0,1998.0,3,0,131.232,0.0,60.894358,5459.2512,48.3
382,19,1,2,7,7,1959.0,3,4,78.7392,0.0,26.718953,2132.52,48.3
383,9,1,23,7,3,2000.0,3,0,121.3896,0.0,55.92339,4376.5872,48.3
384,19,1,38,7,6,1999.0,13,55,78.7392,4.0,60.272987,2706.66,48.3
385,19,1,43,7,7,2008.0,3,0,95.1432,3.0,40.389115,0,48.0
386,8,1,23,7,4,2003.0,2,0,55.7736,0.0,37.28226,2296.56,47.8
387,7,1,30,7,3,0,3,22,75.4584,0.0,43.49597,2742.7488,47.8
388,8,1,23,7,3,2012.0,17,0,164.04,0.0,68.35081,0,47.7
389,4,1,0,7,3,1932.0,2,0,72.1776,0.0,46.602825,3238.1496,47.7
390,4,1,19,7,7,2002.0,0,4,0,0.0,0,0,47.7
391,11,1,51,7,3,2004.0,13,70,49.212,0.0,46.602825,1968.48,47.4
392,19,1,36,11,3,1972.0,3,0,88.5816,0.0,60.894358,3412.032,47.4
393,19,1,51,7,3,0,0,22,65.616,0.0,34.175405,1295.916,47.3
394,18,1,30,7,3,1988.0,3,0,65.616,0.0,31.06855,1492.764,47.3
395,19,1,2,4,3,1978.0,3,0,124.6704,0.0,59.651616,3936.96,47.3
396,19,1,46,7,4,1976.0,10,86,68.8968,0.0,42.253228,3100.356,47.2
397,4,1,19,7,3,2007.0,3,0,52.4928,0.0,34.175405,1302.4776,46.5
398,19,0,51,7,6,2012.0,3,84,131.232,3.0,49.70968,1017.048,46.3
399,5,1,51,7,6,2005.0,2,80,118.1088,3.0,47.224196,935.028,46.2
400,19,1,19,7,3,2004.0,3,87,55.7736,0.0,31.06855,1345.128,46.2
401,19,1,14,11,3,1941.0,3,97,68.8968,0.0,0,2864.1384,46.0
402,17,1,32,7,3,2010.0,13,0,0,0.0,0,3280.8,45.8
403,1,1,57,7,3,2013.0,0,0,49.212,0.0,31.06855,1640.4,45.8
404,19,1,38,7,3,2010.0,13,51,95.1432,3.0,49.70968,2099.712,45.7
405,6,1,35,7,3,2000.0,0,0,49.212,0.0,43.49597,1082.664,45.7
406,19,1,5,11,3,1997.0,3,97,88.5816,0.0,60.272987,2900.2272,45.6
407,2,1,2,7,6,1991.0,3,0,91.8624,0.0,55.302019,2559.024,45.4
408,19,1,36,11,3,1975.0,3,0,85.3008,0.0,55.92339,3369.3816,44.8
409,19,1,30,7,3,2016.0,17,0,68.8968,0.0,40.389115,2099.712,44.7
410,19,1,46,7,3,1976.0,0,59,111.5472,1.0,55.302019,3457.9632,44.5
411,19,1,25,7,3,1927.0,3,0,72.1776,0.0,0,2250.6288,44.3
412,18,1,55,11,3,1923.0,3,0,59.0544,0.0,0,3300.4848,44.2
413,19,1,36,11,3,1976.0,3,97,111.5472,0.0,62.1371,3871.344,43.6
414,6,1,30,7,3,2001.0,3,0,101.7048,0.0,37.28226,2952.72,43.6
415,11,1,20,7,3,1985.0,3,0,65.616,0.0,37.28226,1719.1392,43.6
416,7,1,30,7,3,1999.0,17,101,52.4928,0.0,34.796776,1256.5464,43.1
417,9,1,49,7,6,1991.0,3,0,124.6704,0.0,0,2624.64,43.0
418,1,1,19,7,6,2004.0,3,21,85.3008,4.0,49.70968,2198.136,42.9
419,19,1,2,7,6,1988.0,3,0,59.0544,0.0,54.680648,2706.66,42.8
420,19,1,23,0,4,2017.0,16,0,62.3352,0.0,44.117341,2598.3936,42.7
421,19,1,3,7,6,2011.0,3,0,154.1976,5.0,63.379842,4156.7736,42.5
422,6,1,57,7,3,0,0,22,0,0.0,0,0,42.3
423,19,1,5,11,3,1994.0,3,0,78.7392,0.0,50.952422,2890.3848,41.6
424,0,1,32,7,3,2013.0,0,102,36.0888,0.0,21.747985,984.24,41.5
425,1,1,51,7,3,1992.0,3,67,45.9312,0.0,29.825808,2575.428,41.5
426,18,1,50,11,7,0,3,97,0,0.0,0,0,41.5
427,11,1,51,7,3,1998.0,3,19,82.02,0.0,40.389115,3936.96,41.5
428,6,1,51,7,3,2011.0,0,83,65.616,0.0,37.28226,606.948,41.4
429,7,1,30,7,3,1994.0,3,0,88.5816,0.0,32.932663,3247.992,41.4
430,17,1,32,7,3,2010.0,13,0,0,0.0,0,3280.8,41.3
431,13,1,51,7,3,2017.0,3,83,75.4584,0.0,37.28226,682.4064,41.3
432,18,1,51,7,3,2011.0,0,80,65.616,0.0,34.175405,590.544,41.1
433,15,1,23,7,6,1999.0,3,0,98.424,3.0,49.70968,2624.64,41.0
434,19,1,5,7,3,1996.0,3,0,0,0.0,0,984.24,40.9
435,1,1,51,7,3,1989.0,0,42,85.3008,0.0,31.06855,2362.176,40.9
436,19,1,3,7,6,1991.0,3,0,91.8624,2.0,39.767744,1919.268,40.9
437,19,1,32,7,3,2004.0,3,0,52.4928,0.0,37.28226,1391.0592,40.7
438,18,1,8,7,3,1935.0,3,0,62.3352,0.0,39.767744,3300.4848,40.6
439,18,1,2,7,3,1994.0,3,39,213.252,0.0,74.56452,5495.34,40.3
440,4,1,19,7,3,2003.0,2,21,72.1776,1.0,44.738712,1404.1824,40.1
441,12,1,30,8,3,2003.0,0,0,95.1432,0.0,47.224196,1099.068,40.1
442,9,1,46,7,3,1982.0,2,64,82.02,1.0,47.845567,1942.2336,40.1
443,19,3,24,11,3,1978.0,3,74,124.6704,0.0,62.1371,4324.0944,40.0
444,18,1,8,11,4,1933.0,3,74,62.3352,0.0,37.28226,2296.56,39.9
445,19,1,2,7,3,1993.0,3,67,82.02,0.0,47.845567,3021.6168,39.8
446,19,1,19,7,3,2005.0,3,88,55.7736,0.0,31.06855,1345.128,39.7
447,7,1,30,7,3,1984.0,0,14,19.6848,0.0,27.961695,866.1312,39.6
448,6,1,30,7,3,2011.0,3,101,45.9312,0.0,27.961695,1213.896,39.5
449,18,1,51,7,6,2006.0,3,0,124.6704,4.0,54.680648,2201.4168,39.5
450,7,1,57,7,3,2002.0,0,0,52.4928,0.0,37.28226,2821.488,39.5
451,19,1,42,7,3,1999.0,3,91,42.6504,0.0,29.204437,1377.936,39.4
452,10,1,46,7,4,0,3,0,0,0.0,0,0,39.2
453,19,1,0,7,3,1924.0,3,0,95.1432,0.0,55.302019,2887.104,39.2
454,19,1,50,7,3,1972.0,0,0,0,0.0,0,0,39.1
455,16,1,43,7,4,2009.0,3,17,65.616,0.0,24.85484,1640.4,39.1
456,7,1,30,7,3,2005.0,3,100,98.424,0.0,49.70968,1279.512,39.0
457,7,1,30,7,3,1997.0,15,87,91.8624,0.0,49.70968,3215.184,38.6
458,7,3,30,7,3,0,15,22,85.3008,0.0,37.28226,2877.2616,38.5
459,19,1,5,7,7,1996.0,0,0,59.0544,0.0,0,0,38.4
460,11,1,19,7,6,2009.0,0,21,72.1776,2.0,0,1049.856,38.4
461,19,1,30,7,3,2008.0,3,101,0,0.0,0,1213.896,38.4
462,0,1,51,7,3,1992.0,3,8,118.1088,3.0,47.224196,935.028,38.1
463,7,1,46,7,3,0,3,22,49.212,0.0,31.06855,1837.248,38.1
464,19,1,32,7,3,2015.0,3,0,0,0.0,40.389115,1400.9016,37.9
465,19,1,34,7,3,1996.0,3,0,55.7736,0.0,34.796776,1299.1968,37.9
466,8,1,51,7,3,2008.0,3,67,45.9312,0.0,31.06855,3379.224,37.7
467,15,1,5,11,3,1997.0,3,97,85.3008,0.0,45.981454,3126.6024,37.6
468,18,1,23,7,6,1994.0,3,0,118.1088,4.0,49.70968,1640.4,37.6
469,19,1,25,7,3,1990.0,3,0,98.424,0.0,52.816535,3999.2952,37.6
470,15,1,5,11,3,1997.0,3,97,85.3008,0.0,44.738712,3100.356,37.2
471,19,1,36,11,3,1923.0,3,97,78.7392,0.0,39.767744,2772.276,37.2
472,19,1,36,7,3,1974.0,3,0,36.0888,0.0,34.796776,1384.4976,37.1
473,2,1,1,7,3,0,3,31,59.0544,0.0,0,1000.644,37.0
474,19,1,51,7,6,0,3,82,160.7592,3.0,50.331051,1013.7672,36.8
475,19,1,50,7,3,1978.0,0,0,0,0.0,0,0,36.6
476,1,1,51,7,3,0,3,95,0,0.0,0,1870.056,36.6
477,19,1,50,11,3,1927.0,3,97,85.3008,0.0,60.272987,2851.0152,36.2
478,18,1,23,7,6,2002.0,3,71,98.424,10.0,44.738712,2788.68,36.2
479,1,1,32,7,3,2011.0,3,0,55.7736,0.0,34.175405,1410.744,36.0
480,6,1,53,7,5,2007.0,2,0,0,0.0,0,1427.148,35.9
481,1,1,30,7,3,2006.0,17,0,78.7392,0.0,42.253228,984.24,35.9
482,2,0,23,7,6,1995.0,3,0,85.3008,1.0,47.845567,2575.428,35.7
483,19,1,2,7,3,1991.0,3,67,62.3352,0.0,34.796776,2962.5624,35.7
484,6,1,51,7,3,1988.0,2,82,118.1088,3.0,47.224196,935.028,35.5
485,19,1,30,7,3,2008.0,3,101,0,0.0,0,1213.896,35.5
486,19,1,30,7,3,1988.0,0,4,60.0,0.0,35.0,0,35.4
487,5,0,38,7,3,2001.0,3,0,78.7392,0.0,37.28226,1082.664,35.1
488,18,1,43,7,6,2009.0,3,18,98.424,2.0,0,0,34.9
489,19,1,54,7,3,1980.0,3,0,72.1776,0.0,52.816535,2673.852,34.6
490,19,1,18,11,3,1996.0,3,97,88.5816,0.0,50.331051,3182.376,34.5
491,8,1,30,0,4,0,0,0,0,0.0,0,0,34.5
492,19,1,23,7,3,1986.0,3,0,59.0544,0.0,31.689921,1489.4832,34.4
493,19,1,36,11,3,1975.0,3,97,0,0.0,0,1354.9704,34.1
494,6,1,30,7,3,1998.0,15,42,59.0544,0.0,37.28226,2624.64,34.0
495,7,1,51,7,3,1996.0,3,0,65.616,0.0,0,1345.128,33.5
496,19,1,50,11,3,1982.0,3,97,88.5816,0.0,0,3149.568,33.4
497,6,1,23,7,6,2010.0,13,38,82.02,0.0,0,269.0256,33.1
498,11,0,51,11,3,2000.0,3,74,104.9856,0.0,49.70968,3280.8,32.9
499,19,1,30,7,3,2007.0,3,0,98.424,0.0,49.70968,0,32.7
500,7,1,51,7,3,2007.0,3,23,42.6504,0.0,0,964.5552,32.5
501,19,1,36,11,3,1975.0,3,0,85.3008,0.0,55.92339,3369.3816,32.3
502,19,1,56,7,7,2011.0,11,69,65.616,0.0,39.767744,1194.2112,32.3
503,19,0,47,7,3,2002.0,2,0,68.8968,0.0,20.505243,1299.1968,32.2
504,7,1,19,7,6,2010.0,3,21,104.9856,5.0,52.816535,1837.248,32.1
505,11,1,51,7,6,2000.0,3,82,114.828,3.0,46.602825,935.028,32.0
506,6,2,37,7,6,2002.0,3,0,65.616,2.0,43.49597,1312.32,32.0
507,18,1,30,7,6,1992.0,0,14,19.6848,0.0,22.369356,1000.644,31.8
508,18,1,51,7,3,2005.0,12,0,55.7736,0.0,52.195164,2109.5544,31.6
509,7,1,30,2,0,1998.0,0,0,0,0.0,27.961695,0,31.4
510,19,1,56,7,7,2008.0,11,69,42.6504,0.0,37.28226,1312.32,31.4
511,0,1,37,7,3,1997.0,3,0,68.8968,0.0,0,2559.024,31.2
512,19,1,31,7,3,2004.0,3,0,39.3696,0.0,32.311292,1364.8128,30.9
513,6,1,48,7,3,1987.0,3,68,39.3696,0.0,37.28226,1312.32,30.9
514,0,1,50,11,4,1950.0,3,22,49.212,0.0,34.175405,1476.36,30.8
515,19,1,36,11,3,1951.0,3,97,36.0888,0.0,24.85484,1299.1968,30.8
516,19,3,11,11,3,1990.0,3,97,95.1432,0.0,50.331051,2969.124,30.8
517,19,1,2,7,6,1987.0,3,0,75.4584,0.0,39.767744,2821.488,30.8
518,7,1,30,7,3,1985.0,3,4,62.3352,0.0,31.06855,1597.7496,30.6
519,4,1,30,7,3,1985.0,10,35,0,0.0,37.28226,984.24,30.3
520,19,1,2,7,3,2001.0,3,101,0,0.0,0,1256.5464,30.0
521,5,1,57,7,3,2000.0,0,0,22.9656,0.0,24.85484,1181.088,29.9
522,6,1,48,7,0,0,3,22,39.3696,0.0,31.06855,1246.704,29.6
523,6,1,48,7,3,2004.0,3,0,0,0.0,0,0,29.4
524,6,1,30,7,3,1992.0,10,14,26.2464,0.0,22.369356,0,29.3
525,19,1,3,7,6,2012.0,3,0,101.7048,2.0,55.302019,2900.2272,29.2
526,16,1,32,0,3,2011.0,0,0,36.0888,0.0,22.369356,984.24,29.1
527,1,1,53,0,4,2017.0,2,0,82.02,0.0,24.85484,1607.592,29.1
528,19,1,18,7,3,1998.0,3,0,88.5816,0.0,50.331051,3198.78,29.0
529,1,1,53,3,4,2017.0,0,0,82.02,0.0,24.85484,1607.592,29.0
530,7,1,51,7,3,1993.0,3,0,52.4928,0.0,31.06855,1712.5776,28.8
531,19,1,36,11,3,1973.0,3,0,104.9856,0.0,57.166132,3451.4016,28.2
532,19,1,57,7,3,1995.0,0,22,65.616,0.0,34.796776,2601.6744,28.2
533,6,1,48,7,3,2003.0,3,22,55.7736,0.0,34.175405,1640.4,28.1
534,19,1,26,7,3,1986.0,3,0,91.8624,0.0,55.302019,3251.2728,27.9
535,19,1,36,11,3,1972.0,3,97,0,0.0,0,1348.4088,27.8
536,15,1,2,7,3,1995.0,3,67,55.7736,0.0,0,3307.0464,27.5
537,5,1,28,7,3,2003.0,3,0,52.4928,0.0,0,918.624,27.5
538,11,1,51,7,3,2001.0,0,20,30.0,0.0,0,0,27.5
539,13,1,51,7,6,0,3,78,108.2664,5.0,49.70968,2260.4712,27.3
540,11,1,30,7,3,2005.0,10,14,36.0888,0.0,0,859.5696,27.3
541,7,1,57,7,0,0,0,26,29.5272,0.0,24.85484,728.3376,27.3
542,7,1,30,7,3,1985.0,0,14,19.6848,0.0,27.961695,1213.896,27.2
543,8,0,51,7,3,2001.0,0,48,42.6504,0.0,28.583066,1099.068,26.9
544,8,1,32,7,3,2011.0,3,0,55.7736,0.0,36.039518,1410.744,26.9
545,8,1,51,7,3,2011.0,3,67,45.9312,0.0,29.825808,2234.2248,26.8
546,2,1,51,7,6,0,0,22,49.212,0.0,26.097582,1122.0336,26.7
547,4,1,30,7,3,2002.0,3,101,52.4928,0.0,34.796776,1312.32,26.6
548,11,1,51,7,3,1996.0,0,0,0,0.0,27.961695,1000.644,26.2
549,19,3,11,11,3,1991.0,3,97,160.7592,0.0,62.1371,5426.4432,26.2
550,3,1,23,7,6,2011.0,13,38,82.02,0.0,0,262.464,25.9
551,19,1,30,7,3,2016.0,0,104,0,0.0,0,984.24,25.7
552,19,1,38,7,3,1996.0,3,0,52.4928,0.0,39.767744,1496.0448,25.7
553,19,1,2,7,3,1971.0,3,67,68.8968,0.0,34.796776,2591.832,25.6
554,19,0,23,7,3,1985.0,3,0,62.3352,0.0,39.767744,1932.3912,25.3
555,19,1,11,11,3,1989.0,3,97,101.7048,0.0,52.816535,4232.232,24.9
556,1,1,30,7,3,2000.0,10,14,32.808,0.0,22.369356,1709.2968,24.8
557,2,1,36,11,3,1981.0,3,97,88.5816,0.0,55.92339,3828.6936,24.8
558,11,0,30,7,3,2000.0,3,101,45.9312,0.0,27.961695,1213.896,24.7
559,19,1,2,7,3,1974.0,3,67,0,0.0,0,0,24.6
560,12,1,51,7,3,2012.0,0,0,42.6504,0.0,28.583066,1099.068,24.6
561,9,1,51,7,6,1994.0,3,0,0,0.0,0,0,24.6
562,6,1,42,7,3,0,3,101,42.6504,0.0,29.204437,1377.936,24.6
563,8,1,51,7,6,1985.0,3,59,98.424,4.0,43.49597,2296.56,24.4
564,6,1,51,7,6,2004.0,3,59,98.424,4.0,40.389115,0,24.3
565,6,2,46,7,3,1995.0,10,0,49.212,0.0,40.389115,1476.36,24.1
566,7,1,57,7,3,0,0,22,0,0.0,0,1640.4,24.0
567,6,1,23,7,6,1993.0,3,59,59.0544,1.0,36.039518,1856.9328,23.9
568,13,1,48,7,1,2007.0,3,59,0,2.0,0,0,23.8
569,19,1,49,7,6,1997.0,3,59,203.4096,2.0,67.108068,4776.8448,23.7
570,6,1,51,7,3,2014.0,0,0,36.0888,0.0,0,721.776,23.7
571,15,1,30,7,0,2009.0,3,101,45.9312,0.0,27.961695,1213.896,23.6
572,6,1,30,7,3,2007.0,3,101,45.9312,0.0,27.961695,1213.896,23.2
573,19,4,23,7,6,2011.0,3,105,108.2664,0.0,37.28226,826.7616,23.2
574,4,1,57,7,7,1980.0,0,0,0,0.0,0,0,23.0
575,18,1,8,7,3,1934.0,3,0,0,0.0,0,2296.56,22.8
576,19,3,36,11,3,1994.0,3,97,82.02,0.0,49.70968,3156.1296,22.6
577,19,1,51,7,6,2009.0,3,82,118.1088,3.0,47.224196,935.028,22.4
578,19,1,22,7,6,1991.0,3,64,88.5816,2.0,0,2250.6288,22.4
579,11,1,51,7,6,1981.0,3,58,95.1432,4.0,46.602825,2460.6,22.2
580,19,1,51,7,3,2004.0,0,0,42.6504,0.0,28.583066,1099.068,22.2
581,6,1,30,7,3,2009.0,0,14,0,0.0,0,0,22.1
582,2,1,36,11,3,1981.0,3,97,42.6504,0.0,34.796776,1354.9704,22.1
583,2,1,54,11,3,1985.0,3,97,127.9512,0.0,59.651616,3996.0144,22.0
584,7,1,32,7,3,1997.0,3,101,49.212,0.0,27.961695,1213.896,21.8
585,6,1,48,7,3,1999.0,10,14,0,0.0,24.85484,0,21.7
586,4,1,42,7,3,2001.0,3,0,42.6504,0.0,29.204437,1377.936,21.7
587,4,1,30,7,3,1997.0,10,14,0,0.0,0,0,21.6
588,7,1,30,7,3,2002.0,3,101,52.4928,0.0,34.796776,1312.32,21.6
589,19,1,56,7,6,2010.0,3,91,0,0.0,0,1378.0,21.5
590,7,1,32,7,7,2013.0,0,0,0,0.0,0,0,21.2
591,19,1,5,7,3,1994.0,3,0,82.02,0.0,50.331051,3156.1296,20.9
592,19,0,49,7,6,1986.0,3,92,95.1432,1.0,50.331051,2230.944,20.9
593,1,1,30,7,3,2004.0,10,14,45.9312,0.0,22.369356,1476.36,20.6
594,4,1,30,10,4,0,0,0,0,0.0,0,0,20.5
595,6,1,42,7,3,0,3,101,19.6848,0.0,0,0,20.5
596,18,1,32,7,3,1998.0,3,101,49.212,0.0,27.961695,1213.896,20.2
597,19,1,30,7,3,2002.0,3,101,45.9312,0.0,27.961695,1213.896,20.2
598,19,1,23,11,3,1996.0,0,97,39.3696,0.0,32.932663,0,20.0
599,5,1,17,10,0,2011.0,3,0,32.808,0.0,0,1377.936,19.9
600,7,1,30,7,3,2000.0,3,101,45.9312,0.0,27.961695,1213.896,19.9
601,6,1,48,7,3,2003.0,3,0,0,0.0,0,0,19.8
602,2,1,30,7,3,1999.0,3,101,52.4928,0.0,34.796776,1312.32,19.8
603,19,1,2,7,6,1990.0,3,59,187.0056,7.0,69.593552,3828.6936,19.7
604,19,1,9,7,3,1927.0,3,0,85.3008,0.0,47.845567,2746.0296,19.6
605,19,1,5,11,7,2002.0,3,0,36.0888,0.0,19.883872,1400.9016,19.6
606,6,1,51,7,3,2003.0,0,49,29.5272,0.0,21.747985,679.1256,19.5
607,18,1,30,7,3,1987.0,0,14,19.6848,0.0,22.369356,803.796,19.4
608,7,1,51,7,3,1988.0,3,43,26.2464,0.0,31.06855,4199.424,19.2
609,15,1,56,7,3,0,10,14,0,0.0,0,0,18.8
610,14,1,51,7,3,2010.0,3,48,0,0.0,0,1148.28,18.7
611,2,1,36,11,3,1981.0,3,97,82.02,0.0,55.92339,3149.568,18.7
612,4,1,51,7,3,1992.0,0,0,42.6504,0.0,28.583066,1099.068,18.5
613,19,1,51,7,3,1999.0,0,50,42.6504,0.0,28.583066,1099.068,18.5
614,19,0,18,11,3,1999.0,3,97,88.5816,0.0,50.331051,3398.9088,18.4
615,4,1,45,7,6,2008.0,3,0,68.8968,3.0,40.389115,1312.32,18.4
616,19,1,30,7,3,2002.0,3,101,52.4928,0.0,34.796776,1312.32,18.3
617,2,1,30,7,3,1981.0,9,14,32.808,0.0,39.767744,1082.664,18.2
618,19,1,51,7,6,2001.0,3,0,49.212,0.0,26.097582,1122.0336,18.0
619,19,1,3,7,6,1992.0,3,0,88.5816,2.0,50.331051,2040.6576,17.9
620,6,2,48,7,3,1987.0,3,0,0,0.0,0,0,17.8
621,6,1,57,7,3,0,0,22,36.0888,0.0,26.097582,1345.128,17.6
622,6,1,56,7,3,2002.0,3,101,0,0.0,0,721.776,17.4
623,19,1,32,7,3,2000.0,3,101,49.212,0.0,27.961695,1213.896,17.4
624,2,1,23,7,3,1994.0,0,0,0,0.0,0,0,17.4
625,6,1,51,7,6,0,3,59,78.7392,3.0,39.767744,0,17.4
626,19,1,30,7,3,1999.0,3,101,45.9312,0.0,27.961695,1213.896,17.3
627,1,1,51,7,3,1990.0,0,0,42.6504,0.0,27.961695,1099.068,17.3
628,14,1,47,7,3,0,3,22,0,0.0,0,0,17.1
629,2,1,51,7,6,0,3,78,111.5472,5.0,49.70968,2260.4712,17.0
630,11,1,57,7,3,2005.0,0,0,29.5272,0.0,24.233469,728.3376,17.0
631,19,1,30,7,3,2004.0,3,101,45.9312,0.0,27.961695,1213.896,17.0
632,0,1,19,7,3,0,17,42,32.808,0.0,24.85484,774.2688,17.0
633,5,1,30,7,3,2004.0,0,0,55.7736,0.0,36.039518,1102.3488,17.0
634,18,1,57,7,3,1999.0,0,97,42.0,0.0,0,0,16.5
635,8,1,46,7,3,2010.0,10,0,36.0888,0.0,0,1361.532,16.3
636,5,1,30,7,3,1990.0,10,14,22.9656,0.0,22.990727,961.2744,16.3
637,18,0,51,7,6,1980.0,3,9,75.4584,2.0,39.767744,2401.5456,15.9
638,18,1,51,7,3,1996.0,0,26,42.6504,0.0,27.961695,1312.32,15.9
639,7,1,6,7,3,2001.0,17,0,0,0.0,0,0,15.9
640,19,1,2,4,3,1973.0,3,67,0,0.0,0,2398.2648,15.7
641,8,1,17,7,3,2016.0,3,0,45.9312,0.0,7.456452,0,15.6
642,19,1,56,7,3,2005.0,3,101,42.6504,0.0,29.204437,1377.936,15.6
643,2,1,2,7,6,1981.0,3,59,78.7392,4.0,50.331051,2158.7664,15.5
644,18,4,32,7,3,2005.0,3,59,82.02,3.0,43.49597,1263.108,15.5
645,19,1,2,7,3,2003.0,3,67,55.7736,0.0,44.738712,2001.288,15.3
646,1,0,30,7,0,0,3,101,45.9312,0.0,27.961695,1213.896,14.9
647,7,1,51,7,6,1983.0,3,12,98.424,4.0,39.146373,2316.2448,14.9
648,6,1,56,7,3,2007.0,3,101,42.6504,0.0,33.554034,0,14.6
