name score height speed length inversions status park country manufacturer type launch restraint "opening date" type1 train cost "closing date" vr
Pegasus 38.4 59.0544 NA NA 0 Operating "Mt. Olympus Water & Theme Park" "United States" CCI Steel NA Unknown 1996 NA NA NA NA NA
Falcon 38.4 72.1776 NA 1049.856 2 Operating Duinrell Netherlands Gerstlauer Steel NA "Shoulder harness" 2009 Euro-Fighter NA NA NA NA
"Dark Knight" 38.4 NA NA 1213.896 0 Operating "Six Flags Great America" "United States" Mack Steel "Chain lift hill" "Lap bar" 2008 "Wild Mouse" NA NA NA NA
Boomerang 38.1 118.1088 47.224196 935.028 3 Operating "Wiener Prater" Austria Vekoma Steel "Chain lift hill" "Lap bar" 1992 "Shuttle, Boomerang" NA NA NA NA
Achterbahn 38.1 49.212 31.06855 1837.248 0 Operating "Skyline Park" Germany Schwarzkopf Steel "Chain lift hill" "Lap bar" NA Family "Sit Down" NA NA NA
"Laff Trakk" 37.9 NA 40.389115 1400.9016 0 Operating Hersheypark "United States" Maurer Steel "Chain lift hill" "Lap bar" 5/23/15 NA Spinning NA NA NA
"West Coaster" 37.9 55.7736 34.796776 1299.1968 0 Operating "Pacific Park" "United States" Morgan Steel "Chain lift hill" "Lap bar" 1996 NA "Sit Down" NA NA NA
Mammut 37.7 45.9312 31.06855 3379.224 0 Operating Gardaland Italy Vekoma Steel "Chain lift hill" "Lap bar" 2008 "Mine Train" NA NA NA NA
"Stampida (Blue)" 37.6 85.3008 45.981454 3126.6024 0 Operating "Port Aventura" Spain CCI Wooden "Chain lift hill" "Lap bar" 1997 Twister NA NA NA NA
Shockwave 37.6 118.1088 49.70968 1640.4 4 Operating "Drayton Manor" "United Kingdom" Intamin Steel "Chain lift hill" "Shoulder harness" 1994 NA "Stand Up" NA NA NA
"Wild One" 37.6 98.424 52.816535 3999.2952 0 Operating "Six Flags America" "United States" "John Miller" Steel "Chain lift hill" "Lap bar" 1990 NA NA NA NA NA
"Stampida (Red)" 37.2 85.3008 44.738712 3100.356 0 Operating "Port Aventura" Spain CCI Wooden "Chain lift hill" "Lap bar" 1997 Twister NA NA NA NA
Thunderhawk 37.2 78.7392 39.767744 2772.276 0 Operating "Dorney Park" "United States" "Philadelphia Toboggan Coaster" Wooden "Chain lift hill" "Lap bar" 1923 Twister NA NA NA NA
"Woodstock Express" 37.1 36.0888 34.796776 1384.4976 0 Operating "Kings Dominion" "United States" "Philadelphia Toboggan Coaster" Steel "Chain lift hill" "Lap bar" 1974 NA NA NA NA NA
"Wonder Mountain's Guardian" 37 59.0544 NA 1000.644 0 Operating "Canada's Wonderland" Canada "ART Engineering GmbH" Steel "Chain lift hill" "Lap bar" NA "Free Fall" "Sit Down" NA NA NA
Invertigo 36.8 160.7592 50.331051 1013.7672 3 Operating "Kings Island" "United States" Vekoma Steel "Chain lift hill" "Shoulder harness" NA "Shuttle, Boomerang" Inverted NA NA NA
"Blazing Fury" 36.6 NA NA NA 0 Operating Dollywood "United States" Unknown Steel NA "Lap bar" 1978 NA NA NA NA NA
Halvar 36.6 NA NA 1870.056 0 Operating "Plopsa Coo" Belgium Vekoma Steel "Chain lift hill" "Lap bar" NA Terrain "Sit Down" NA NA NA
Cyclone 36.2 85.3008 60.272987 2851.0152 0 Operating "Luna Park" "United States" Unknown Wooden "Chain lift hill" "Lap bar" 1927 Twister NA NA NA NA
Colossus 36.2 98.424 44.738712 2788.68 10 Operating "Thorpe Park" "United Kingdom" Intamin Steel "Chain lift hill" "Shoulder harness" 2002 Looper NA NA NA NA
"Naga Bay" 36 55.7736 34.175405 1410.744 0 Operating Bobbejaanland Belgium Maurer Steel "Chain lift hill" "Lap bar" 4/9/11 NA Spinning NA NA NA
"Alpine Coaster" 35.9 NA NA 1427.148 0 Operating "Parc des Combes" France Wiegand Steel "Cable lift hill" Seatbelt 2007 NA Alpine NA NA NA
SuperSplash 35.9 78.7392 42.253228 984.24 0 Operating Plopsaland Belgium Mack Steel "Vertical lift" "Lap bar" 2006 NA "Water Coaster" NA NA NA
Cobra 35.7 85.3008 47.845567 2575.428 1 "Definitely closed" "La Ronde" Canada Intamin Steel "Chain lift hill" "Shoulder harness" 1995 NA "Stand Up" NA NA NA
"Adventure Express" 35.7 62.3352 34.796776 2962.5624 0 Operating "Kings Island" "United States" Arrow Steel "Chain lift hill" "Lap bar" 1991 "Mine Train" NA NA NA NA
EqWalizer 35.5 118.1088 47.224196 935.028 3 Operating "Walibi Rhône Alpes" France Vekoma Steel "Cable lift hill" "Lap bar" 1988 "Shuttle, Boomerang" NA NA NA NA
"Dark Knight" 35.5 NA NA 1213.896 0 Operating "Six Flags Great Adventure" "United States" Mack Steel "Chain lift hill" "Lap bar" 2008 "Wild Mouse" NA NA NA NA
Avalanche 35.4 NA NA NA 0 Operating "Kings Dominion" "United States" Mack Steel NA "Lap bar" 1988 NA Bobsleigh NA NA NA
Vonkaputous 35.1 78.7392 37.28226 1082.664 0 "Definitely closed" Linnanmäki Finland "Premier Rides" Steel "Chain lift hill" "Lap bar" 2001 NA "Water Coaster" NA NA NA
"Mumbo Jumbo" 34.9 98.424 NA NA 2 Operating "Flamingo Land Theme Park and Zoo" "United Kingdom" S&S Steel "Chain lift hill" "Shoulder harness" 7/4/09 "El Loco" NA NA NA NA
"Judge Roy Scream" 34.6 72.1776 52.816535 2673.852 0 Operating "Six flags Over Texas" "United States" "William J. Cobb" Steel "Chain lift hill" "Lap bar" 1980 NA NA NA NA NA
Wildcat 34.5 88.5816 50.331051 3182.376 0 Operating Hersheypark "United States" GCI Wooden "Chain lift hill" "Lap bar" 1996 Twister NA NA NA NA
Aktium 34.5 NA NA NA 0 Operating "CineCittà World" Italy Mack NA NA None NA NA "Water Coaster" NA NA NA
"La Vibora" 34.4 59.0544 31.689921 1489.4832 0 Operating "Six flags Over Texas" "United States" Intamin Steel "Chain lift hill" "Lap bar" 1986 NA Bobsleigh NA NA NA
"Woodstock Express" 34.1 NA NA 1354.9704 0 Operating Carowinds "United States" "Philadelphia Toboggan Coaster" Wooden "Chain lift hill" "Lap bar" 1975 Twister NA NA NA NA
"Spatiale Experience" 34 59.0544 37.28226 2624.64 0 Operating Nigloland France Mack Steel "Spiral lift" "Lap bar" 1998 Indoor NA NA NA NA
"Devil's Mine" 33.5 65.616 NA 1345.128 0 Operating "Fort Fun Abenteuerland" Germany Vekoma Steel "Chain lift hill" "Lap bar" 1996 NA NA NA NA NA
Grizzly 33.4 88.5816 NA 3149.568 0 Operating "Kings Dominion" "United States" Unknown Wooden "Chain lift hill" "Lap bar" 1982 Twister NA NA NA NA
"RC Racer" 33.1 82.02 NA 269.0256 0 Operating "Walt Disney Studios" France Intamin Steel "Magnetic Launch (LIM/LSM)" "Shoulder harness" 2010 "Half Pipe" NA NA NA NA
"Robin Hood" 32.9 104.9856 49.70968 3280.8 0 "Definitely closed" "Walibi Holland" Netherlands Vekoma Wooden "Chain lift hill" "Lap bar" 2000 "Out & Back" NA NA NA NA
"Journey To Atlantis" 32.7 98.424 49.70968 NA 0 Operating "SeaWorld San Antonio" "United States" Mack Steel "Chain lift hill" "Lap bar" 2007 NA "Water Coaster" NA NA NA
"Jimmy Neutron's Atomic Flyer" 32.5 42.6504 NA 964.5552 0 Operating "Movie Park Germany" Germany Vekoma Steel "Chain lift hill" "Lap bar" 2007 NA Suspended NA NA NA
"Racer 75 (Right Side)" 32.3 85.3008 55.92339 3369.3816 0 Operating "Kings Dominion" "United States" "Philadelphia Toboggan Coaster" Wooden "Chain lift hill" "Lap bar" 1975 NA NA NA NA NA
Steeplechase 32.3 65.616 39.767744 1194.2112 0 Operating "Luna Park" "United States" Zamperla Steel NA Unknown 2011 NA Motorbike NA NA NA
"Roller Soaker" 32.2 68.8968 20.505243 1299.1968 0 "Definitely closed" Hersheypark "United States" SetPoint Steel "Cable lift hill" "Lap bar" 5/11/02 NA "Water Coaster" NA NA NA
Huracan 32.1 104.9856 52.816535 1837.248 5 Operating Belantis Germany Gerstlauer Steel "Chain lift hill" "Shoulder harness" 2010 Euro-Fighter NA NA NA NA
"Speed of Sound" 32 114.828 46.602825 935.028 3 Operating "Walibi Holland" Netherlands Vekoma Steel "Chain lift hill" "Shoulder harness" 2000 "Shuttle, Boomerang" NA NA NA NA
"Bat Coaster" 32 65.616 43.49597 1312.32 2 Relocated Nigloland France Pinfari Steel "Chain lift hill" "Shoulder harness" 2002 NA Inverted NA NA NA
"Runaway Mine Train" 31.8 19.6848 22.369356 1000.644 0 Operating "Alton Towers" "United Kingdom" Mack Steel NA "Shoulder harness" 1992 E-Powered NA NA NA NA
Velocity 31.6 55.7736 52.195164 2109.5544 0 Operating "Flamingo Land Theme Park and Zoo" "United Kingdom" Vekoma Steel "Hydraulic cable launch" "Lap bar" 2005 NA Motorbike NA NA NA
Gletscherblitz 31.4 NA 27.961695 NA 0 Operating "Steinwasen Park" Germany Mack E-Powered NA "Common lap bar" 1998 NA NA NA NA NA
"Pony Express" 31.4 42.6504 37.28226 1312.32 0 Operating "Knott's Berry Farm" "United States" Zamperla Steel NA Unknown 2008 NA Motorbike NA NA NA
"Super 8er Bahn" 31.2 68.8968 NA 2559.024 0 Operating "Wiener Prater" Austria Pinfari Steel "Chain lift hill" "Lap bar" 1997 NA "Sit Down" NA NA NA
Coastersaurus 30.9 39.3696 32.311292 1364.8128 0 Operating "Legoland Florida" "United States" "Martin & Vleminckx" Steel "Chain lift hill" "Lap bar" 2004 NA NA NA NA NA
"Gaz Express" 30.9 39.3696 37.28226 1312.32 0 Operating Bagatelle France Soquet Steel "Chain lift hill" "Lap bar" 1987 "Mine Train, Family" NA NA NA NA
Hochschaubahn 30.8 49.212 34.175405 1476.36 0 Operating "Wiener Prater" Austria Unknown Wooden "Chain lift hill" None 1950 Family NA NA NA NA
Comet 30.8 36.0888 24.85484 1299.1968 0 Operating Waldameer "United States" "Philadelphia Toboggan Coaster" Wooden "Chain lift hill" "Lap bar" 1951 Twister NA NA NA NA
"Georgia Cyclone" 30.8 95.1432 50.331051 2969.124 0 Retracked "Six Flags Over Georgia" "United States" "Dinn Corp." Wooden "Chain lift hill" "Lap bar" 1990 Twister NA NA NA NA
"Iron Dragon" 30.8 75.4584 39.767744 2821.488 0 Operating "Cedar Point" "United States" Arrow Steel "Chain lift hill" "Shoulder harness" 1987 NA Suspended NA NA NA
"Schweizer Bobbahn" 30.6 62.3352 31.06855 1597.7496 0 Operating "Europa Park" Germany Mack Steel "Chain lift hill" "Lap bar" 1985 NA Bobsleigh NA NA NA
"Odin Ekspressen" 30.3 NA 37.28226 984.24 0 Operating "Tivoli Gardens" Denmark Mack Steel "Electrical lift hill" "Lap bar" 1985 E-Powered NA NA NA NA
"Psycho Mouse" 30 NA NA 1256.5464 0 Operating "California's Great America " "United States" Arrow Steel "Chain lift hill" "Lap bar" 2001 "Wild Mouse" NA NA NA NA
Linnunrata 29.9 22.9656 24.85484 1181.088 0 Operating Linnanmäki Finland Zierer Steel "Booster wheel lift hill" "Lap bar" 2000 NA NA NA NA NA
"Le Grand canyon" 29.6 39.3696 31.06855 1246.704 0 Operating "Fraispertuis City" France Soquet Steel "Chain lift hill" "Common lap bar" NA Family "Sit Down" NA NA NA
"Train de Mine" 29.4 NA NA NA 0 Operating "Parc du Bocasse" France Soquet Steel "Chain lift hill" "Lap bar" 2004 NA NA NA NA NA
"Le Train de la Mine d'Or" 29.3 26.2464 22.369356 NA 0 Operating Nigloland France Mack Steel "Electrical lift hill" "Lap bar" 1992 E-Powered NA NA NA NA
Apocalypse 29.2 101.7048 55.302019 2900.2272 2 Operating "Six Flags America" "United States" B&M Steel "Chain lift hill" "Shoulder harness" 2012 NA "Stand Up" NA NA NA
Spinner 29.1 36.0888 22.369356 984.24 0 Operating "Skara Sommarland" Sweden Maurer NA NA "Lap bar" 6/2/11 NA Spinning NA NA NA
"Dawson Duel (Right)" 29.1 82.02 24.85484 1607.592 0 Operating Bellewaerde Belgium Wiegand NA "Cable lift hill" None 5/5/17 NA Alpine "4 000 000 €" NA NA
Roar 29 88.5816 50.331051 3198.78 0 Operating "Six Flags America" "United States" GCI Steel "Chain lift hill" "Lap bar" 1998 NA NA NA NA NA
"Dawson Duel (Left)" 29 82.02 24.85484 1607.592 0 Operating Bellewaerde Belgium Wiegand Family NA None 5/5/17 NA Alpine "4 000 000 €" NA NA
"Rasender Roland" 28.8 52.4928 31.06855 1712.5776 0 Operating "Hansa Park" Germany Vekoma Steel "Chain lift hill" "Lap bar" 1993 NA NA NA NA NA
"Great American Scream Machine" 28.2 104.9856 57.166132 3451.4016 0 Operating "Six Flags Over Georgia" "United States" "Philadelphia Toboggan Coaster" Wooden "Chain lift hill" "Lap bar" 1973 NA NA NA NA NA
Jaguar! 28.2 65.616 34.796776 2601.6744 0 Operating "Knott's Berry Farm" "United States" Zierer Steel "Booster wheel lift hill" "Lap bar" 1995 Family NA NA NA NA
Azteka 28.1 55.7736 34.175405 1640.4 0 Operating "Le Pal" France Soquet Steel "Chain lift hill" "Lap bar" 2003 Family NA NA NA NA
Grizzly 27.9 91.8624 55.302019 3251.2728 0 Operating "California's Great America " "United States" "Kings Island" Steel "Chain lift hill" "Lap bar" 1986 NA NA NA NA NA
"Woodstock Express" 27.8 NA NA 1348.4088 0 Operating "Kings Island" "United States" "Philadelphia Toboggan Coaster" Wooden "Chain lift hill" "Lap bar" 1972 Twister NA NA NA NA
"El Diablo" 27.5 55.7736 NA 3307.0464 0 Operating "Port Aventura" Spain Arrow Steel "Chain lift hill" "Lap bar" 1995 "Mine Train" NA NA NA NA
Joyride 27.5 52.4928 NA 918.624 0 Operating PowerPark Finland "L&T Systems" Steel "Chain lift hill" "Lap bar" 2003 NA NA NA NA NA
Boomerang 27.5 NA NA NA 0 Operating Toverland Netherlands Vekoma Steel "Booster wheel lift hill" "Lap bar" 2001 NA NA NA NA NA
"Roller Coaster Mayan" 27.3 108.2664 49.70968 2260.4712 5 Operating Energylandia Poland Vekoma Steel "Chain lift hill" "Shoulder harness" NA SLC Inverted NA NA NA
"Dynamite Express" 27.3 36.0888 NA 859.5696 0 Operating "Drievliet Family Park" Netherlands Mack Steel "Electrical lift hill" "Lap bar" 2005 E-Powered NA NA NA NA
"Tabalugas Achterbahn" 27.3 29.5272 24.85484 728.3376 0 Operating "Holiday Park" Germany Zierer Steel "Booster wheel lift hill" "Common lap bar" NA "Family, Indoor" "Sit Down" NA NA NA
Grottenblitz 27.2 19.6848 27.961695 1213.896 0 Operating "Heide Park" Germany Mack Steel NA "Lap bar" 1985 E-Powered NA NA NA NA
"Family Adventure" 26.9 42.6504 28.583066 1099.068 0 "Definitely closed" Mirabilandia Italy Vekoma Steel "Booster wheel lift hill" "Lap bar" 2001 NA NA NA 2011 NA
Cagliostro 26.9 55.7736 36.039518 1410.744 0 Operating "Rainbow MagicLand" Italy Maurer Steel "Chain lift hill" "Lap bar" 2011 NA Spinning NA NA NA
"Olandese Volante" 26.8 45.9312 29.825808 2234.2248 0 Operating "Rainbow MagicLand" Italy Vekoma Steel "Chain lift hill" "Lap bar" 5/26/11 "Mine Train" NA NA NA NA
"Silver Streak" 26.7 49.212 26.097582 1122.0336 0 Operating "Canada's Wonderland" Canada Vekoma Steel "Booster wheel lift hill" "Shoulder harness" NA Family Inverted NA NA NA
"X-Treme Racer" 26.6 52.4928 34.796776 1312.32 0 Operating "Legoland Billund" Denmark Mack Steel "Chain lift hill" "Lap bar" 2002 "Wild Mouse" NA NA NA NA
Rioolrat 26.2 NA 27.961695 1000.644 0 Operating "Avonturenpark Hellendoorn" Netherlands Vekoma Steel NA "Lap bar" 1996 NA NA NA NA NA
"Mean Streak" 26.2 160.7592 62.1371 5426.4432 0 Retracked "Cedar Point" "United States" "Dinn Corp." Wooden "Chain lift hill" "Lap bar" 1991 Twister NA NA NA NA
"RC Racer" 25.9 82.02 NA 262.464 0 Operating "Hong Kong Disneyland" China Intamin Steel "Magnetic Launch (LIM/LSM)" "Shoulder harness" 2011 "Half Pipe" NA NA NA NA
"Flight of the Hippogriff" 25.7 NA NA 984.24 0 Operating "Universal Studios Hollywood" "United States" Mack Steel NA "Lap bar" 4/7/16 YoungStar NA NA NA NA
"Runaway Mountain" 25.7 52.4928 39.767744 1496.0448 0 Operating "Six flags Over Texas" "United States" "Premier Rides" Steel "Chain lift hill" "Lap bar" 1996 NA NA NA NA NA
"Gold Rusher" 25.6 68.8968 34.796776 2591.832 0 Operating "Six Flags Magic Mountain" "United States" Arrow Steel "Chain lift hill" "Lap bar" 1971 "Mine Train" NA NA NA NA
"Disaster Transport" 25.3 62.3352 39.767744 1932.3912 0 "Definitely closed" "Cedar Point" "United States" Intamin Steel "Chain lift hill" "Lap bar" 1985 NA Bobsleigh NA NA NA
"Timber Wolf" 24.9 101.7048 52.816535 4232.232 0 Operating "Worlds of Fun" "United States" "Dinn Corp." Wooden "Chain lift hill" "Lap bar" 1989 Twister NA NA NA NA
"Bob Express" 24.8 32.808 22.369356 1709.2968 0 Operating Bobbejaanland Belgium Mack Steel "Electrical lift hill" "Lap bar" 2000 E-Powered NA NA NA NA
"Mighty Canadian Minebuster" 24.8 88.5816 55.92339 3828.6936 0 Operating "Canada's Wonderland" Canada "Philadelphia Toboggan Coaster" Wooden "Chain lift hill" "Lap bar" 1981 Twister NA NA NA NA
"Flying Dutchman Gold Mine" 24.7 45.9312 27.961695 1213.896 0 "Definitely closed" "Walibi Holland" Netherlands Mack Steel "Chain lift hill" "Lap bar" 2000 "Wild Mouse" NA NA NA NA
Trailblazer 24.6 NA NA NA 0 Operating Hersheypark "United States" Arrow Steel "Chain lift hill" "Lap bar" 1974 "Mine Train" NA NA NA NA
"Steampunk Hunters" 24.6 42.6504 28.583066 1099.068 0 Operating TusenFryd Norway Vekoma Steel "Booster wheel lift hill" "Lap bar" 2012 NA NA NA NA NA
"Grampus Jet" 24.6 NA NA NA 0 Operating Greenland Japan Vekoma Steel "Chain lift hill" "Shoulder harness" 1994 NA Suspended NA NA NA
"Famous jack" 24.6 42.6504 29.204437 1377.936 0 Operating Bagatelle France Reverchon Steel "Chain lift hill" "Lap bar" NA "Wild Mouse" Spinning NA NA NA
Shaman 24.4 98.424 43.49597 2296.56 4 Operating Gardaland Italy Vekoma Steel "Chain lift hill" "Shoulder harness" 1985 Looper NA NA NA NA
"Euro Loop" 24.3 98.424 40.389115 NA 4 Operating Europark France Vekoma Steel "Chain lift hill" "Shoulder harness" 2004 Looper NA NA NA NA
"Course de Bobsleigh" 24.1 49.212 40.389115 1476.36 0 Relocated Nigloland France Schwarzkopf Steel "Electrical lift hill" "Lap bar" 1995 NA "Sit Down" NA NA NA
Plohseidon 24 NA NA 1640.4 0 Operating "Freizeitpark Plohn" Germany Zierer Steel "Booster wheel lift hill" "Lap bar" NA Family "Sit Down" NA NA NA
"Indiana Jones et le Temple du Péril" 23.9 59.0544 36.039518 1856.9328 1 Operating "Disneyland Park" France Intamin Steel "Chain lift hill" "Shoulder harness" 1993 Looper NA NA NA NA
Tornado 23.8 NA NA NA 2 Operating Legendia Poland Soquet Steel "Chain lift hill" "Common shoulder harness" 6/24/07 Looper NA NA NA NA
"Big Apple Coaster" 23.7 203.4096 67.108068 4776.8448 2 Operating "New York, New York Hotel & Casino" "United States" Togo Steel "Chain lift hill" "Shoulder harness" 1997 Looper NA NA NA NA
L'Aérotrain 23.7 36.0888 NA 721.776 0 Operating "Parc Saint Paul" France Vekoma Steel "Booster wheel lift hill" "Lap bar" 2014 NA NA NA NA NA
Vertigo 23.6 45.9312 27.961695 1213.896 0 Operating "Parque de Atracciones de Madrid" Spain Mack Steel "Chain lift hill" "Common lap bar" 5/15/09 "Wild Mouse" NA NA NA NA
"Schlitt' Express" 23.2 45.9312 27.961695 1213.896 0 Operating Nigloland France Mack Steel "Chain lift hill" "Lap bar" 2007 "Wild Mouse" NA NA NA NA
"Green Lantern : First Flight" 23.2 108.2664 37.28226 826.7616 0 "Temporarily closed" "Six Flags Magic Mountain" "United States" Intamin Steel "Chain lift hill" "Shoulder harness" 7/1/11 ZacSpin NA NA NA NA
Racing 23 NA NA NA 0 Operating Bakken Denmark Zierer Steel NA Unknown 1980 NA NA NA NA NA
"Blue Flyer" 22.8 NA NA 2296.56 0 Operating "Blackpool Pleasure Beach" "United Kingdom" "Charles Paige" Steel "Chain lift hill" "Lap bar" 1934 NA NA NA NA NA
Hurler 22.6 82.02 49.70968 3156.1296 0 Retracked "Kings Dominion" "United States" "Philadelphia Toboggan Coaster" Wooden "Chain lift hill" "Lap bar" 4/28/94 Twister NA NA NA NA
"Flying Cobras" 22.4 118.1088 47.224196 935.028 3 Operating Carowinds "United States" Vekoma Steel "Chain lift hill" "Shoulder harness" 3/28/09 "Shuttle, Boomerang" NA NA NA NA
Dragon 22.4 88.5816 NA 2250.6288 2 Operating Adventureland "United States" Hopkins Steel "Chain lift hill" "Shoulder harness" 1991 Looper NA NA NA NA
Python 22.2 95.1432 46.602825 2460.6 4 Operating Efteling Netherlands Vekoma Steel "Chain lift hill" "Shoulder harness" 1981 Looper NA NA NA NA
Dragon 22.2 42.6504 28.583066 1099.068 0 Operating "Legoland Florida" "United States" Vekoma Steel "Booster wheel lift hill" "Lap bar" 2004 NA NA NA NA NA
"Euro Speed" 22.1 NA NA NA 0 Operating Europark France Mack Steel NA "Lap bar" 2009 E-Powered NA NA NA NA
"Ghoster Coaster" 22.1 42.6504 34.796776 1354.9704 0 Operating "Canada's Wonderland" Canada "Philadelphia Toboggan Coaster" Wooden "Chain lift hill" "Lap bar" 1981 Twister NA NA NA NA
Monstre 22 127.9512 59.651616 3996.0144 0 Operating "La Ronde" Canada "William J. Cobb" Wooden "Chain lift hill" "Lap bar" 1985 Twister NA NA NA NA
"Crazy Mine" 21.8 49.212 27.961695 1213.896 0 Operating "Hansa Park" Germany Maurer Steel "Chain lift hill" "Lap bar" 1997 "Wild Mouse" NA NA NA NA
"La Machine à Vapeur" 21.7 NA 24.85484 NA 0 Operating "Jardin d'Acclimatation" France Soquet Steel "Electrical lift hill" "Lap bar" 1999 E-Powered NA NA NA NA
Flagermusen 21.7 42.6504 29.204437 1377.936 0 Operating "Farup Sommerland" Denmark Reverchon Steel "Chain lift hill" "Lap bar" 2001 NA NA NA NA NA
Dragen 21.6 NA NA NA 0 Operating "Legoland Billund" Denmark Mack Steel "Electrical lift hill" "Lap bar" 1997 E-Powered NA NA NA NA
"Project X - Test Strecke" 21.6 52.4928 34.796776 1312.32 0 Operating "Legoland Deutschland" Germany Mack Steel "Chain lift hill" "Lap bar" 2002 "Wild Mouse" NA NA NA NA
Tickler 21.5 NA NA NA 0 Operating "Luna Park" "United States" Zamperla Steel "Chain lift hill" "Shoulder harness" 2010 "Wild Mouse" NA NA NA NA
"Sky Spin" 21.2 NA NA NA 0 Operating "Skyline Park" Germany Maurer Steel NA Unknown 2013 NA Spinning NA NA NA
Hurler 20.9 82.02 50.331051 3156.1296 0 Operating Carowinds "United States" CCI Steel "Chain lift hill" "Lap bar" 1994 NA NA NA NA NA
Shockwave 20.9 95.1432 50.331051 2230.944 1 "Definitely closed" "Kings Dominion" "United States" Togo Steel "Chain lift hill" "Shoulder harness" 1986 NA "Stand Up" NA NA NA
Draak 20.6 45.9312 22.369356 1476.36 0 Operating Plopsaland Belgium Mack Steel "Electrical lift hill" "Lap bar" 2004 E-Powered NA NA NA NA
"Vilde Mus" 20.5 NA NA NA 0 Operating Bakken Denmark Mack "Wild Mouse" NA None NA NA NA NA NA NA
"Les Souris Mécaniques" 20.5 19.6848 NA NA 0 Operating "Jardin d'Acclimatation" France Reverchon Steel "Chain lift hill" "Lap bar" NA "Wild Mouse" Spinning NA NA NA
Rattlesnake 20.2 49.212 27.961695 1213.896 0 Operating "Chessington World of Adventures" "United Kingdom" Maurer Steel "Chain lift hill" "Lap bar" 1998 "Wild Mouse" NA NA NA NA
Ricochet 20.2 45.9312 27.961695 1213.896 0 Operating Carowinds "United States" Mack Steel "Chain lift hill" "Lap bar" 2002 "Wild Mouse" NA NA NA NA
"Skull Mountain" 20 39.3696 32.932663 NA 0 Operating "Six Flags Great Adventure" "United States" Intamin Wooden "Booster wheel lift hill" "Lap bar" 1996 Twister NA NA NA NA
"Neo's Twister" 19.9 32.808 NA 1377.936 0 Operating PowerPark Finland Fabbri "Wild Mouse" "Chain lift hill" "Common lap bar" 2011 NA Spinning NA NA NA
"Ghost Chasers" 19.9 45.9312 27.961695 1213.896 0 Operating "Movie Park Germany" Germany Mack Steel "Chain lift hill" "Lap bar" 2000 "Wild Mouse" NA NA NA NA
Furio 19.8 NA NA NA 0 Operating "Dennlys Parc" France Soquet Steel "Chain lift hill" "Lap bar" 2003 NA NA NA NA NA
Fly 19.8 52.4928 34.796776 1312.32 0 Operating "Canada's Wonderland" Canada Mack Steel "Chain lift hill" "Lap bar" 1999 "Wild Mouse" NA NA NA NA
Viper 19.7 187.0056 69.593552 3828.6936 7 Operating "Six Flags Magic Mountain" "United States" Arrow Steel "Chain lift hill" "Shoulder harness" 1990 Looper NA NA NA NA
Wildcat 19.6 85.3008 47.845567 2746.0296 0 Operating "Lake Compounce" "United States" "Charlie Dinn" Steel "Chain lift hill" "Lap bar" 1927 NA NA NA NA NA
"Lost Coaster of Superstition Mountain" 19.6 36.0888 19.883872 1400.9016 0 Operating "Indiana Beach" "United States" CCI Wooden "Chain lift hill" Unknown 6/8/02 NA NA NA NA NA
"Déval' Train" 19.5 29.5272 21.747985 679.1256 0 Operating "Parc des Combes" France Vekoma Steel "Booster wheel lift hill" "Lap bar" 2003 "Junior Coaster" NA NA NA NA
"Scorpion Express" 19.4 19.6848 22.369356 803.796 0 Operating "Chessington World of Adventures" "United Kingdom" Mack Steel NA "Lap bar" 1987 E-Powered NA NA NA NA
"Temple of the Night Hawk" 19.2 26.2464 31.06855 4199.424 0 Operating Phantasialand Germany Vekoma Steel "Chain lift hill" "Lap bar" 1988 NA NA NA NA NA
"Virtual Express" 18.8 NA NA NA 0 Operating Tibidabo Spain Zamperla Steel "Electrical lift hill" "Lap bar" NA E-Powered NA NA NA 
"Enchanted Airways" 18.7 NA NA 1148.28 0 Operating "Universal Studios Singapore" Singapore Vekoma Steel "Chain lift hill" "Lap bar" 3/18/10 Family NA NA NA NA
"Wild Beast" 18.7 82.02 55.92339 3149.568 0 Operating "Canada's Wonderland" Canada "Philadelphia Toboggan Coaster" Wooden "Chain lift hill" "Lap bar" 1981 Twister NA NA NA NA
"Mine Expressen" 18.5 42.6504 28.583066 1099.068 0 Operating "Farup Sommerland" Denmark Vekoma Steel "Booster wheel lift hill" "Lap bar" 1992 NA NA NA NA NA
"Woodstock Express" 18.5 42.6504 28.583066 1099.068 0 Operating "Cedar Point" "United States" Vekoma Steel "Booster wheel lift hill" "Lap bar" 1999 Family NA NA NA NA
"Gwazi - Tiger" 18.4 88.5816 50.331051 3398.9088 0 "Definitely closed" "Busch Gardens Tampa" "United States" GCI Wooden "Chain lift hill" "Lap bar" 1999 Twister NA NA NA NA
Cobra 18.4 68.8968 40.389115 1312.32 3 Operating "Tivoli Friheden" Denmark Sartori Steel "Chain lift hill" "Shoulder harness" 2008 NA Inverted NA NA NA
"Apple Zapple" 18.3 52.4928 34.796776 1312.32 0 Operating "Kings Dominion" "United States" Mack Steel "Chain lift hill" "Lap bar" 2002 "Wild Mouse" NA NA NA NA
"Thunder Run" 18.2 32.808 39.767744 1082.664 0 Operating "Canada's Wonderland" Canada Mack Steel "Electrical launch" "Lap bar" 1981 E-Powered NA NA NA NA
"Flying Ace Aerial Chase" 18 49.212 26.097582 1122.0336 0 Operating "Kings Island" "United States" Vekoma Steel "Chain lift hill" "Shoulder harness" 2001 NA Suspended NA NA NA
